# Global mole fraction growth rate for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:20.935394+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_mole_fraction_growth_rate,Global_mole_fraction_growth_rate_1-sigma
1973,1,1973.04,0.023825713192034376,0.16617033307571405
1973,2,1973.12,0.022710394396914302,0.16399221221872104
1973,3,1973.21,0.021571450991287794,0.16208121493995922
1973,4,1973.29,0.021616100763150885,0.15996331316517332
1973,5,1973.37,0.023264012379825793,0.15696839555233216
1973,6,1973.46,0.025395954403425403,0.15263787359179942
1973,7,1973.54,0.025636515624619386,0.14682569368897916
1973,8,1973.62,0.022713133729997365,0.1395606818744516
1973,9,1973.71,0.017567445234896145,0.13103822750818936
1973,10,1973.79,0.01300266859771919,0.12151497162491234
1973,11,1973.87,0.011028393089502373,0.11153142507313861
1973,12,1973.96,0.011640897216529552,0.10230443537367273
1974,1,1974.04,0.013225003904223194,0.09532557034566108
1974,2,1974.12,0.014614392987822168,0.0912252154277882
1974,3,1974.21,0.015952447394382792,0.08968598786253916
1974,4,1974.29,0.01836308567885256,0.0899320358743039
1974,5,1974.37,0.022174963615557867,0.09099447307719
1974,6,1974.46,0.02617300708739973,0.09179390001651547
1974,7,1974.54,0.027885919167809914,0.09110660185000787
1974,8,1974.62,0.026018417921697456,0.08818780754542861
1974,9,1974.71,0.02158462614285513,0.08319328496043277
1974,10,1974.79,0.017536797774043187,0.0768314715556327
1974,11,1974.87,0.01603856162974871,0.07007207982108955
1974,12,1974.96,0.017210093655776217,0.06449595932776717
1975,1,1975.04,0.019539195452330054,0.06189769905187568
1975,2,1975.12,0.02192898080786573,0.06324989526088325
1975,3,1975.21,0.024553085514421306,0.06846545615026081
1975,4,1975.29,0.028526944989488937,0.07662017935559254
1975,5,1975.37,0.03407020950452989,0.08623850474759477
1975,6,1975.46,0.03974807171478031,0.09596591277536848
1975,7,1975.54,0.04278056003155659,0.10475942254960625
1975,8,1975.62,0.041572527209820034,0.1119970330722176
1975,9,1975.71,0.03689071840902756,0.11736167960405691
1975,10,1975.79,0.03148201050504835,0.1204593871912239
1975,11,1975.87,0.02742749596904345,0.12106019124551186
1975,12,1975.96,0.024903891129101168,0.11949809349455584
1976,1,1976.04,0.022572085406105575,0.11647162620072184
1976,2,1976.12,0.01960329311731338,0.11269001320680923
1976,3,1976.21,0.0165059251563484,0.10893200213053014
1976,4,1976.29,0.014786688784274733,0.10591969998619512
1976,5,1976.37,0.015042568518726639,0.10399668122385075
1976,6,1976.46,0.016170089889159578,0.10315307911632814
1976,7,1976.54,0.015676989503008425,0.10300715646987742
1976,8,1976.62,0.012080735331152793,0.10294242535359986
1976,9,1976.71,0.006065106079827223,0.10242017474388504
1976,10,1976.79,0.0001406601254672924,0.10082946395078567
1976,11,1976.87,-0.003861873826361017,0.0978322640211027
1976,12,1976.96,-0.005960654221344583,0.09384329785257692
1977,1,1977.04,-0.007650948169333058,0.0897939327247392
1977,2,1977.12,-0.009879779506598421,0.08656518716387031
1977,3,1977.21,-0.012216836717953705,0.08493312313785721
1977,4,1977.29,-0.013185986773777109,0.08542577999714801
1977,5,1977.37,-0.012093647023507827,0.08796358244890572
1977,6,1977.46,-0.009825217730483529,0.09188697037958322
1977,7,1977.54,-0.008569314956596307,0.09601964022321931
1977,8,1977.62,-0.009608121090199097,0.09912371465682648
1977,9,1977.71,-0.01223791603884387,0.10042869940154267
1977,10,1977.79,-0.014071615417281642,0.09949533129000425
1977,11,1977.87,-0.013468402287392557,0.09616536023651923
1977,12,1977.96,-0.010667831588197634,0.09080872143657197
1978,1,1978.04,-0.007431781004607982,0.08429994728373619
1978,2,1978.12,-0.005021216794361411,0.07797027703309328
1978,3,1978.21,-0.0033352812679437378,0.07366872044801466
1978,4,1978.29,-0.0012262173194671445,0.07311278674455358
1978,5,1978.37,0.0018128246807259355,0.07645631365485278
1978,6,1978.46,0.004907466264414808,0.08222156872829665
1978,7,1978.54,0.006045684820632969,0.08815556991464372
1978,8,1978.62,0.004175909161580546,0.09256893981534814
1978,9,1978.71,0.00023078623483303905,0.09487411816960838
1978,10,1978.79,-0.0031606593422495843,0.09527026480095316
1978,11,1978.87,-0.004112994862416145,0.09431636255361672
1978,12,1978.96,-0.002636653023787385,0.09276613353149495
1979,1,1979.04,-0.00028253737216185545,0.09117978074170269
1979,2,1979.12,0.001790109135814367,0.0899547675245051
1979,3,1979.21,0.003625096510069692,0.08962181485946832
1979,4,1979.29,0.006171690429717744,0.09061471714488946
1979,5,1979.37,0.00972313374694652,0.09271059709495746
1979,6,1979.46,0.013246045886964283,0.09513355447890234
1979,7,1979.54,0.014610453660720946,0.09672598586035384
1979,8,1979.62,0.012666713138842413,0.09683604087661307
1979,9,1979.71,0.008253345746490968,0.09580989498084341
1979,10,1979.79,0.0039054057540561637,0.09455342711271504
1979,11,1979.87,0.0014838734370729023,0.09361727477008107
1979,12,1979.96,0.001080339550898702,0.09317630972048503
1980,1,1980.04,0.0013682985100890049,0.0933996872617958
1980,2,1980.12,0.001375185825251097,0.09461247637979815
1980,3,1980.21,0.0011955110339576496,0.09709003377714248
1980,4,1980.29,0.0017094681386706713,0.10049126076749722
1980,5,1980.37,0.003115698027054943,0.10388614913585471
1980,6,1980.46,0.004319092873738834,0.1065239596525301
1980,7,1980.54,0.0031577616797220844,0.10811075372556744
1980,8,1980.62,-0.0015557010013018265,0.10855370324304807
1980,9,1980.71,-0.009069490674826264,0.1076976529022161
1980,10,1980.79,-0.016993009419056175,0.10512764974405861
1980,11,1980.87,-0.023500149607588366,0.10071494693524786
1980,12,1980.96,-0.028309112184637587,0.095066668219154
1981,1,1981.04,-0.032347202494304735,0.08935558646424885
1981,2,1981.12,-0.03616106235006149,0.08458530377528094
1981,3,1981.21,-0.039312159489785496,0.08124074326414553
1981,4,1981.29,-0.040640800015465675,0.07907228533624579
1981,5,1981.37,-0.039671955321230884,0.07762648628665612
1981,6,1981.46,-0.037196240736071313,0.07681896521110813
1981,7,1981.54,-0.03504322671584718,0.07673457871747537
1981,8,1981.62,-0.03414432950874332,0.07713944930146602
1981,9,1981.71,-0.03365876715600909,0.07767631673166328
1981,10,1981.79,-0.031274972985419675,0.07808119419253055
1981,11,1981.87,-0.025304793757894985,0.07852767059789234
1981,12,1981.96,-0.01556958088956523,0.07953636479884862
1982,1,1982.04,-0.0030742355366402026,0.08118754933291358
1982,2,1982.12,0.011390885418930253,0.08271647108924914
1982,3,1982.21,0.02780784497549348,0.08330693407136548
1982,4,1982.29,0.04671344882788712,0.08266156673853325
1982,5,1982.37,0.06776298280399051,0.08076817430851463
1982,6,1982.46,0.08916827633286786,0.07769989053052855
1982,7,1982.54,0.10796718115818053,0.07354597783818612
1982,8,1982.62,0.12215465121680755,0.06863989641582463
1982,9,1982.71,0.1315805037300408,0.06376698225824136
1982,10,1982.79,0.1376197574439837,0.0598439184862219
1982,11,1982.87,0.14135775853539975,0.0572758402887087
1982,12,1982.96,0.14273350710349278,0.05601575831991868
1983,1,1983.04,0.1407721531814338,0.05592427735729446
1983,2,1983.12,0.13515304723429314,0.05716962351717185
1983,3,1983.21,0.12683896489881927,0.06019899138023916
1983,4,1983.29,0.1177804784734161,0.06510137478424993
1983,5,1983.37,0.1090856471292885,0.07146704391696884
1983,6,1983.46,0.10036117488170865,0.07872292743280859
1983,7,1983.54,0.0900344791400548,0.08613593369179717
1983,8,1983.62,0.0772536837077426,0.09279545231569988
1983,9,1983.71,0.06280026192004734,0.09785124268620167
1983,10,1983.79,0.04885180499786718,0.10056459801603973
1983,11,1983.87,0.03699564685733348,0.10077354587055697
1983,12,1983.96,0.027272371908039963,0.09902997517625708
1984,1,1984.04,0.018469513832317548,0.0961876123973522
1984,2,1984.12,0.00990975080150354,0.09297940247995033
1984,3,1984.21,0.0020928789347286667,0.09011201006340026
1984,4,1984.29,-0.003634486176500828,0.08823474929782393
1984,5,1984.37,-0.006739376967896743,0.08766023062910146
1984,6,1984.46,-0.008155123787304652,0.08827919104107568
1984,7,1984.54,-0.01001473665121573,0.08942997844556198
1984,8,1984.62,-0.01371434111580043,0.09028009859268478
1984,9,1984.71,-0.01895905107255305,0.0904002292322094
1984,10,1984.79,-0.024015923131588537,0.08974850164063106
1984,11,1984.87,-0.027646132166820186,0.08859684968106565
1984,12,1984.96,-0.029962473901761995,0.08750724401302563
1985,1,1985.04,-0.032129705549898246,0.08697030276496655
1985,2,1985.12,-0.03476017840340603,0.08718336560156467
1985,3,1985.21,-0.03735046768718474,0.08824371058766912
1985,4,1985.29,-0.03857942356655378,0.09008451550209938
1985,5,1985.37,-0.03787728213731814,0.09227815047301209
1985,6,1985.46,-0.03605147053642891,0.09428602450897551
1985,7,1985.54,-0.035033347611134566,0.09550860652045211
1985,8,1985.62,-0.03607566411150331,0.09553585477258582
1985,9,1985.71,-0.03890494672922239,0.09439145041153671
1985,10,1985.79,-0.04197012601269766,0.09232177027296154
1985,11,1985.87,-0.04416910740701665,0.08966441399609104
1985,12,1985.96,-0.04558159802699761,0.08700737092862033
1986,1,1986.04,-0.047194836096276394,0.08508736209221181
1986,2,1986.12,-0.049448531442831345,0.08451618681094751
1986,3,1986.21,-0.0517402107923927,0.08565999146879563
1986,4,1986.29,-0.05270115982857358,0.08832800622628417
1986,5,1986.37,-0.0516582493567744,0.09181054126493858
1986,6,1986.46,-0.049204836180370845,0.09541293620134811
1986,7,1986.54,-0.046958303532177725,0.09849202916027969
1986,8,1986.62,-0.04592932508814432,0.10037438839655226
1986,9,1986.71,-0.04578881433725453,0.10056696716470949
1986,10,1986.79,-0.04510220380934833,0.09884021651970194
1986,11,1986.87,-0.0429220082308242,0.09542506422903897
1986,12,1986.96,-0.039428612493705904,0.09103480213328155
1987,1,1987.04,-0.035670649741784986,0.0864749414069982
1987,2,1987.12,-0.03219549029454779,0.08242420004005523
1987,3,1987.21,-0.02856974217513102,0.07962797647865884
1987,4,1987.29,-0.023634736871715103,0.0786697744882877
1987,5,1987.37,-0.016877723123458897,0.07950518418703746
1987,6,1987.46,-0.008946381276554486,0.0815681334240882
1987,7,1987.54,-0.0014083516348948797,0.08387900905296326
1987,8,1987.62,0.0047906630751312134,0.08553795054357921
1987,9,1987.71,0.00996251450823076,0.08618756229471976
1987,10,1987.79,0.015445877205079107,0.08591174170073322
1987,11,1987.87,0.022071789249313346,0.08499668177190342
1987,12,1987.96,0.02951986823274263,0.08388292539026608
1988,1,1988.04,0.03655753033237232,0.08288794894736662
1988,2,1988.12,0.04240048039298687,0.0821777519277051
1988,3,1988.21,0.047200249985910596,0.08204591524155093
1988,4,1988.29,0.05178490414712151,0.08275945936774508
1988,5,1988.37,0.05636318678451849,0.08419087220052578
1988,6,1988.46,0.06011227630535377,0.08596198017909198
1988,7,1988.54,0.06142123565350075,0.08747696556454186
1988,8,1988.62,0.05941261179290956,0.08828622842654212
1988,9,1988.71,0.05458565519310201,0.08834775589297278
1988,10,1988.79,0.048594783987390554,0.08776595317467563
1988,11,1988.87,0.04270714413653848,0.08647932787722615
1988,12,1988.96,0.03713229561223636,0.08450982881119704
1989,1,1989.04,0.03125866731659111,0.08220768888944144
1989,2,1989.12,0.024940955433754592,0.08022825872740873
1989,3,1989.21,0.018892613067842776,0.0792367119906485
1989,4,1989.29,0.014416630358607121,0.07922804032196103
1989,5,1989.37,0.012071933676323705,0.07940905584428427
1989,6,1989.46,0.011237878966452126,0.07900876497648279
1989,7,1989.54,0.010362243368776922,0.07768602869036859
1989,8,1989.62,0.008446799440662825,0.07540638309793694
1989,9,1989.71,0.005691495064358659,0.072264278288854
1989,10,1989.79,0.0032923573210370295,0.06823602960767186
1989,11,1989.87,0.0019840637169962027,0.06357662465001523
1989,12,1989.96,0.0014350635880675021,0.05927880533519505
1990,1,1990.04,0.0004847122613986426,0.05687023284613232
1990,2,1990.12,-0.0014699940794147893,0.05728250490926788
1990,3,1990.21,-0.004023633097267015,0.060257672083751476
1990,4,1990.29,-0.006044343234314556,0.06443399325208893
1990,5,1990.37,-0.006957691097072383,0.06845886917188232
1990,6,1990.46,-0.007175994122272481,0.07173028657881753
1990,7,1990.54,-0.007880690668304198,0.07416479205413415
1990,8,1990.62,-0.009676416928353207,0.07561050240561193
1990,9,1990.71,-0.012003072261870898,0.07585703311429258
1990,10,1990.79,-0.013313349105219228,0.07481814824610744
1990,11,1990.87,-0.012610246697041548,0.07299570814767087
1990,12,1990.96,-0.010107593085384217,0.07152423528156872
1991,1,1991.04,-0.006984285171066236,0.0714584206301508
1991,2,1991.12,-0.0040272691643534414,0.07282593136882014
1991,3,1991.21,-0.0011714076147621478,0.07487772435278074
1991,4,1991.29,0.0022473805437515713,0.07669446436400322
1991,5,1991.37,0.0063987371488117934,0.07767576209853994
1991,6,1991.46,0.010610984742094124,0.07766494565539468
1991,7,1991.54,0.013554292958121708,0.07665473131600452
1991,8,1991.62,0.014561833671166646,0.07473420933655733
1991,9,1991.71,0.014209915632266106,0.07224407030429518
1991,10,1991.79,0.014142959451343959,0.06969796413892834
1991,11,1991.87,0.015591911596314312,0.06762610493903613
1991,12,1991.96,0.018723301854751608,0.06653636518584194
1992,1,1992.04,0.022856493737105115,0.06660214178806652
1992,2,1992.12,0.027602075685617285,0.06762369428405311
1992,3,1992.21,0.03322019440339749,0.0693638460489732
1992,4,1992.29,0.04040280277773069,0.07156939794739556
1992,5,1992.37,0.049281820991781425,0.07379269125567725
1992,6,1992.46,0.059143951503565266,0.07551856087495039
1992,7,1992.54,0.06861044272172652,0.07617306305695903
1992,8,1992.62,0.07685192587066485,0.07547261074113162
1992,9,1992.71,0.08410391619240913,0.07369364727186388
1992,10,1992.79,0.09152189653715745,0.0714945362513121
1992,11,1992.87,0.09992960788581672,0.0695110071757855
1992,12,1992.96,0.10924990621727476,0.06825204295153671
1993,1,1993.04,0.11867122124201407,0.06798307997107367
1993,2,1993.12,0.12767368011681773,0.06878741789584789
1993,3,1993.21,0.13633736517961537,0.07065981884573408
1993,4,1993.29,0.14512917522604987,0.07323056513447926
1993,5,1993.37,0.15403190356986796,0.07565638427893155
1993,6,1993.46,0.1623742108959466,0.077129255597364
1993,7,1993.54,0.16899797094422736,0.07722962284904154
1993,8,1993.62,0.1733028310336038,0.07599213123566456
1993,9,1993.71,0.1757072125222621,0.07376375111324848
1993,10,1993.79,0.17755315114092904,0.07093967399885327
1993,11,1993.87,0.17993115411944618,0.06797624821734681
1993,12,1993.96,0.18310018796129932,0.0655011717818129
1994,1,1994.04,0.18663177767496952,0.06401623884045311
1994,2,1994.12,0.19028768965555573,0.06330406309801868
1994,3,1994.21,0.19420369468126378,0.06260628414755116
1994,4,1994.29,0.19867688552653265,0.06116079419667514
1994,5,1994.37,0.2033807611746941,0.05867100517905374
1994,6,1994.46,0.20727610811534963,0.05532435014322085
1994,7,1994.54,0.20877067601406332,0.051479382739407276
1994,8,1994.62,0.2067841917134374,0.04741491430568066
1994,9,1994.71,0.20127748803381237,0.04348021810000284
1994,10,1994.79,0.19318784012377155,0.040147411443854836
1994,11,1994.87,0.18346418173105197,0.03765239968817566
