# Semihemispheric annual emissions with no systematic uncertainty for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.001974+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1973,6,1973.46,-6.1927401875213945,9.557309626850838,3.646042029358341,-2.6725604811881567,2.255107513702097,3.4640124068014746,1.9964901393032242,1.2142055832961416
1974,6,1974.46,-6.069143653405376,9.560021090462214,3.6467174573688226,-2.6723109458948784,2.291812912174115,3.377972822835697,1.9412258682771857,1.1710564564133912
1975,6,1975.46,-5.83930529969814,9.567289190775227,3.647389479437834,-2.6723733530731124,2.1793151040626073,3.3276795045856615,1.9052080500884896,1.14576416964303
1976,6,1976.46,-5.901895152821453,9.564787065502514,3.6433489547750924,-2.6747829894347888,2.732268215084733,3.3175736935504214,1.8811487763409938,1.101084444289817
1977,6,1977.46,-6.1418416694815505,9.550812928087453,3.6300523650277228,-2.683049551904901,2.2791682457951854,3.230624786823957,1.851810193178887,1.0744107826082503
1978,6,1978.46,-5.832568301165566,9.529569452766737,3.5824309950421593,-2.7182443121107553,2.165077891209281,3.1567883467879247,1.806435957226537,1.0473806623006727
1979,6,1979.46,-5.754873049255252,9.557670368313666,3.6369177365254473,-2.7079306226951303,2.1588412856340624,3.1048045805122704,1.7968482162564499,1.029107660092792
1980,6,1980.46,-5.887478126905194,9.56613723255441,3.687078948480348,-2.6413376218613394,2.3568049815132843,3.0449833477946755,1.7340718914893183,1.0142950928976564
1981,6,1981.46,-6.571080463576209,9.505674135623849,3.6590853051875456,-2.6265461477509007,2.185787658803319,3.0068468153341716,1.7008508574315604,1.0012548523257925
1982,6,1982.46,-5.533886855697347,9.498132242449174,3.5925639852600852,-2.682244136142799,1.825741281190504,2.9097994561791674,1.6636111790784238,0.9729591309995184
