# Semihemispheric annual emissions for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:20.991810+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1973,6,1973.46,-6.1927401875213945,9.557309626850838,3.646042029358341,-2.6725604811881567,2.294588656795214,3.548165834663712,1.9606688096904237,1.1740698784542205
1974,6,1974.46,-6.069143653405376,9.560021090462214,3.6467174573688226,-2.6723109458948784,2.3800909098584557,3.469973904076889,1.8983939525443387,1.1436992533940877
1975,6,1975.46,-5.83930529969814,9.567289190775227,3.647389479437834,-2.6723733530731124,2.2471909775113916,3.418615129543354,1.856694357319036,1.111699189943497
1976,6,1976.46,-5.901895152821453,9.564787065502514,3.6433489547750924,-2.6747829894347888,2.7188120959931332,3.40256201966602,1.821647492938888,1.0652658754348923
1977,6,1977.46,-6.1418416694815505,9.550812928087453,3.6300523650277228,-2.683049551904901,2.368959220335861,3.327289783377947,1.7577594820917593,1.045737598109677
1978,6,1978.46,-5.832568301165566,9.529569452766737,3.5824309950421593,-2.7182443121107553,2.185900251313049,3.288061611597774,1.721441343171569,1.0210821237511032
1979,6,1979.46,-5.754873049255252,9.557670368313666,3.6369177365254473,-2.7079306226951303,2.167566261978382,3.21663052247812,1.6953933550721514,1.0097298232262737
1980,6,1980.46,-5.887478126905194,9.56613723255441,3.687078948480348,-2.6413376218613394,2.290595614278341,3.139965593972059,1.6683939749713894,0.981885719826684
1981,6,1981.46,-6.571080463576209,9.505674135623849,3.6590853051875456,-2.6265461477509007,2.312012780962909,3.0857491957213723,1.647098946579645,0.9686448201554112
1982,6,1982.46,-5.533886855697347,9.498132242449174,3.5925639852600852,-2.682244136142799,1.8848836480478242,3.0259499005397,1.612277137965897,0.9578573356438793
