# Semihemispheric monthly emissions for HFC-152a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.021073+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_monthly_emissions_box0,Semihemispheric_monthly_emissions_box1,Semihemispheric_monthly_emissions_box2,Semihemispheric_monthly_emissions_box3,Semihemispheric_monthly_emissions_1-sigma_box0,Semihemispheric_monthly_emissions_1-sigma_box1,Semihemispheric_monthly_emissions_1-sigma_box2,Semihemispheric_monthly_emissions_1-sigma_box3
1973,1,1973.0,-5.9504164900463365,8.208175646119344,3.1374004733625043,-2.938044623024325,7.688686103380542,6.615655601851636,3.5874717832923886,1.9650770349852966
1973,2,1973.08,-5.9504164900463365,8.208175646119344,3.1374004733625043,-2.938044623024325,7.688742543999539,6.61548636376386,3.5874246461910633,1.965038137324016
1973,3,1973.17,-5.9504164900463365,8.208175646119344,3.1374004733625043,-2.938044623024325,7.688800408395042,6.61531732173535,3.587377547000816,1.9649996673512578
1973,4,1973.25,-5.377521287996387,7.670395086206554,1.5906865578481302,-3.9891922090573644,4.721759286701521,6.682870507875512,3.5979383635846265,1.9206973311149316
1973,5,1973.33,-5.377521287996387,7.670395086206554,1.5906865578481302,-3.9891922090573644,4.7216179665406965,6.682298469347433,3.5979603965175504,1.9207041954535868
1973,6,1973.42,-5.377521287996387,7.670395086206554,1.5906865578481302,-3.9891922090573644,4.721496094698826,6.681776881881828,3.5979823260235135,1.9207252781099564
1973,7,1973.5,-3.942151722676499,15.269392965903535,5.108106763120304,2.0843144585692244,4.502166825786028,7.2509590400431305,4.046755796527401,1.9040945191494527
1973,8,1973.58,-3.942151722676499,15.269392965903535,5.108106763120304,2.0843144585692244,4.502236577709216,7.254058167495445,4.046449873489724,1.9041179817761973
1973,9,1973.67,-3.942151722676499,15.269392965903535,5.108106763120304,2.0843144585692244,4.502357720108691,7.257444891510501,4.046273698973711,1.9041771653602657
1973,10,1973.75,-9.500871249366355,7.0812748091739195,4.747974323102426,-5.847319551240162,12.66737152292432,6.626493418278276,3.802826811625744,2.1494413890301742
1973,11,1973.83,-9.500871249366355,7.0812748091739195,4.747974323102426,-5.847319551240162,12.6668380795802,6.625920222432545,3.8026776893312384,2.1478107065630345
1973,12,1973.92,-9.500871249366355,7.0812748091739195,4.747974323102426,-5.847319551240162,12.666391148817606,6.625439458862737,3.8025750764604758,2.14641025381139
1974,1,1974.0,-6.018413024019537,8.206609450389806,3.1378813567062025,-2.9377435841815895,6.227738526614343,6.479566107818848,3.489695831239462,1.8936612120385705
1974,2,1974.08,-6.018413024019537,8.206609450389806,3.1378813567062025,-2.9377435841815895,6.22776451248924,6.479343069742893,3.4896449202467497,1.8936376189743793
1974,3,1974.17,-6.018413024019537,8.206609450389806,3.1378813567062025,-2.9377435841815895,6.2277919830348125,6.479122935081824,3.4895947895180806,1.893615231112216
1974,4,1974.25,-5.5320105944019815,7.6735786078825186,1.5917148045446083,-3.9888348231252166,3.063074792290596,6.494837014700749,3.4844467515907134,1.841207279665181
