# Semihemispheric annual emissions for HFC-134a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:34:22.333360+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_box0,Semihemispheric_annual_emissions_box1,Semihemispheric_annual_emissions_box2,Semihemispheric_annual_emissions_box3,Semihemispheric_annual_emissions_1-sigma_box0,Semihemispheric_annual_emissions_1-sigma_box1,Semihemispheric_annual_emissions_1-sigma_box2,Semihemispheric_annual_emissions_1-sigma_box3
1973,6,1973.46,-10.120139302685857,8.096994646359235,22.682437386916718,-17.882225961380755,17.216706897280936,21.56340805782341,8.63367238306827,7.77013630345307
1974,6,1974.46,-10.707621425681282,8.074449368519709,22.68224413090502,-17.88180509422091,16.87780779347583,21.1050618801292,8.504835270025682,7.437198326295897
1975,6,1975.46,-10.969268082641065,8.067514295107685,22.683385119016748,-17.87955662708555,15.930349508346875,20.69356318835276,8.345134079609275,7.15156568011045
1976,6,1976.46,-11.05110356095247,8.07515349437017,22.68579958062037,-17.875704415593646,17.43004490460121,20.583681464181616,8.294900114914787,6.930575216223182
1977,6,1977.46,-11.085503678768873,8.084044317016378,22.68937003207975,-17.869733669955167,15.881382761769249,20.341840204315645,8.103946917600513,6.900036850438479
1978,6,1978.46,-11.39585505030118,8.058612283086404,22.69514739335864,-17.85254236822948,15.086209478161711,19.93615405255368,7.974551021264896,6.781125463699781
1979,6,1979.46,-11.684648168797139,7.976502793724649,22.65257852053037,-17.914455686302972,15.035848497884043,19.51290265581747,7.83450858136653,6.68244052744852
1980,6,1980.46,-11.737463424156886,7.939083513920195,22.622973503137473,-17.98705849441467,16.46493903276626,19.03501343127827,7.658937196936316,6.558498611191424
1981,6,1981.46,-11.332577263528947,7.985660812584683,22.624055615306133,-18.006624898320297,15.079365769622882,18.690744673858365,7.50042168594768,6.4323482160688235
1982,6,1982.46,-11.167472769564483,8.03342484368477,22.634237473102985,-17.982356561042252,14.206442788548607,18.139341839695216,7.389113390017423,6.4017389080189755
1983,6,1983.46,-11.456240506027825,8.028185231960379,22.63403238923638,-17.975167243290343,13.782729345639188,17.691608835415003,7.289024148126455,6.21287687614215
1984,6,1984.46,-11.192829350708053,8.047126415302046,22.623329181282315,-18.024841516889865,13.383124402286102,17.478881833433345,7.2452340579734615,6.139698490026642
1985,6,1985.46,-11.35707621392794,8.037503295345232,22.624929197481833,-18.006483708304586,13.798085180852135,17.284665402820142,7.043994002829909,6.034881422691212
1986,6,1986.46,-11.516075626132078,8.010748742497526,22.59991013270337,-18.050403488290613,14.08528772926477,16.984344887464328,6.808204369905209,5.857266228609424
1987,6,1987.46,-11.326478396658786,8.052691419608891,22.609104456947534,-18.042357886821264,13.485549046886545,16.613935444789227,6.685988948512185,5.7987856321215245
1988,6,1988.46,-11.37984042125754,8.054997099447064,22.600148980811355,-18.044522766780574,12.289537127251958,16.13118969906832,6.532030315162585,5.6402327666684275
1989,6,1989.46,-11.15590498840902,8.126271871617064,22.59988204787078,-18.081039425131166,13.030978514289886,15.647630969059595,6.337847292423993,5.492234894164621
1990,6,1990.46,-11.959607910219347,8.26216172624845,22.667241887451382,-17.929873084212886,12.542087510362618,15.318020239614585,6.17318651692139,5.315486019572215
1991,6,1991.46,-12.862937095735873,8.380508360132481,22.694748706927385,-17.90609410089494,12.314475962186997,14.569058304761107,5.964616169426145,5.100084895367621
1992,6,1992.46,-12.158383534372787,8.585031699621767,22.756828124579737,-17.790801423982,12.170654989469188,14.043239593640275,5.724945584202184,5.0626705385641975
1993,6,1993.46,-8.422115883362574,8.978942435142672,22.798896380108264,-17.75498439977702,11.171451062556955,13.519557193618338,5.4911366928619065,4.86509912357072
1994,6,1994.46,-2.036677534572689,9.97537186451592,23.021551364638515,-17.464858643093496,10.294233695801873,12.987588794341889,5.24465227658841,4.647380450796752
1995,6,1995.46,1.0633168589942628,12.004382666155236,23.694393015163637,-16.036086695408503,8.75019527659363,12.282952430204656,5.063269713842027,4.409651860913696
1996,6,1996.46,9.324059726342602,15.10272430935772,24.31241057468345,-14.928800738489597,8.465732672717001,11.983225741808711,4.9538650711606405,4.204469402132183
1997,6,1997.46,13.712414776904273,15.676736414560395,25.294206787068905,-13.563941203507644,8.24006868679464,11.454651077786824,4.725466069446323,4.023142355583677
1998,6,1998.46,21.058538914006466,18.665039560411866,27.03347606706069,-10.02086001299063,7.723468868335682,10.629744260128051,4.584229523450295,3.821954089122525
1999,6,1999.46,31.09873967404963,19.84601879932643,27.489460655463898,-8.394292127732909,7.115598495584616,9.7929291693283,4.3778311079126935,3.5971771096610894
2000,6,2000.46,36.00452886065114,21.285592418621995,27.842981324356845,-7.502243364577858,6.844834009215956,9.264691544577772,4.12794428853208,3.3631923290694288
2001,6,2001.46,38.83369680000885,23.767195468733178,28.66343474314169,-6.380511048616994,6.364609652904244,8.582832131855865,3.9216237670120564,3.1298237094286954
2002,6,2002.46,47.115028320908834,26.306665710693597,29.643236471435163,-3.8488793655236364,6.072607938316109,7.527088104424094,3.675070515932434,2.8399435486780207
2003,6,2003.46,52.478842230650855,28.632972248436264,30.209323608072847,-3.1081397944249964,5.71443598657883,6.64866162071815,3.444353897478239,2.5925423112148294
2004,6,2004.46,56.743703659950036,30.769873174774116,30.885046961243802,-1.6537756116249247,5.429471309334246,5.599394886799944,3.3545713230453105,2.2686946447963283
2005,6,2005.46,60.19608986302568,32.519076567502985,31.237220890537827,-1.173504269577995,5.696520085862436,4.247108895043678,3.1908946616260776,1.9354880292165715
2006,6,2006.46,59.61045344582385,34.63380753092759,31.987799535912824,-0.07479142167941329,5.394175102936855,3.8581023251381286,3.0875741958930125,1.5986978601664992
2007,6,2007.46,62.54794350298449,38.493207396671345,34.01500480658522,1.753009121944635,5.903902794785139,3.9445626613292872,3.253367009901734,1.3860260646222093
2008,6,2008.46,68.53225950633778,41.21513778512372,36.052188254383076,1.5328401875709545,6.515318961563499,4.1676146046983344,3.4900838667211516,1.4914989511876855
2009,6,2009.46,69.34225332038501,42.58700903071975,38.50290301166708,2.7517088433929615,6.833074192354789,4.334886425707457,3.9350055014210237,1.5318489151158607
2010,6,2010.46,77.70242064274039,45.67825306858072,40.93431930761155,4.4873161868814435,7.731311093514084,4.705955731309568,4.020201137983411,1.583810761855486
2011,6,2011.46,74.91225921737187,48.6657897675093,42.62138848176394,4.437545202757846,7.994442146086082,5.19201578171326,4.379483160737764,1.6894428546864377
2012,6,2012.46,75.46906512865958,53.228495186270045,44.39693334809956,4.491950621766009,7.969002822100668,5.596674459169911,4.67429918594735,1.592689287900201
2013,6,2013.46,76.2707358425891,57.909221851686944,46.370192515175425,4.491275832663504,8.43247455657795,6.151236744549201,4.978530836292617,1.6160826047951748
2014,6,2014.46,82.10437863459966,61.83379128391454,48.57248920007671,5.408214771057359,8.841134125510614,6.3951555762007475,5.398008792503353,1.6736289190538507
2015,6,2015.46,84.44136531280067,67.56539808416166,51.117605490771915,6.744081659866183,9.264509249093301,6.833225019184113,5.75275967731049,1.7263000542011921
2016,6,2016.46,91.06167216682452,72.78421801734295,54.33904501335521,8.035480982057365,9.788324041182245,7.562795917351195,5.949347397706941,1.8095836183330938
2017,6,2017.46,93.789528535103,77.0803830480145,56.961961812538014,9.380210494314142,10.437896967669294,7.930625054805439,6.384562471804762,1.820341341335616
2018,6,2018.46,91.45812046301008,79.48331444452312,58.62167714665795,9.793226232923175,10.72194932219134,8.580972759967084,6.735098465561905,1.9308386481303408
2019,6,2019.46,93.8981628427759,80.81453465822689,59.69844043367382,10.057181548000912,11.448248375170104,8.949918398867078,7.183091656592805,1.9738558900734624
2020,6,2020.46,92.18736392218712,82.9201674276551,61.06141410707507,11.824570827174382,11.694765931027646,9.440075024945388,7.648553812037435,2.2551986668681847
2021,6,2021.46,99.93329126960084,85.88033018289458,61.98670241905679,14.44122832835591,12.259688932509125,9.717604485106683,7.7635859412344885,2.463362824791638
2022,6,2022.46,98.66904927731669,85.49145619194282,62.02515604244697,15.875577376948277,12.669508066245813,10.164886524583018,8.196849384607305,2.7224754484369917
2023,6,2023.46,103.18580381607943,83.74452184642259,61.80270268017332,16.622804227390464,13.946985734860062,10.579301576103084,8.454511449842906,3.021926698750526
2024,6,2024.46,107.22104849804724,83.01072779956532,61.792320760952656,16.925151393672866,18.14823948703068,11.442724270944954,8.758750525169477,3.52676447697639
