# Semihemispheric annual emissions with no systematic uncertainty for HFC-134a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:34:22.341905+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_box3,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box0,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box1,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box2,Semihemispheric_annual_emissions_with_no_systematic_uncertainty_1-sigma_box3
1973,6,1973.46,-10.120139302685857,8.096994646359235,22.682437386916718,-17.882225961380755,17.153034132304626,21.72898630936914,8.565635773041505,7.731215252259861
1974,6,1974.46,-10.707621425681282,8.074449368519709,22.68224413090502,-17.88180509422091,16.452560753733053,21.518198335189364,8.316782633791519,7.569372556335582
1975,6,1975.46,-10.969268082641065,8.067514295107685,22.683385119016748,-17.87955662708555,16.029183338789448,21.210822088091398,8.173304668250214,7.300169180984109
1976,6,1976.46,-11.05110356095247,8.07515349437017,22.68579958062037,-17.875704415593646,17.932983946494208,21.053989315657134,8.072696041139798,7.067299842974309
1977,6,1977.46,-11.085503678768873,8.084044317016378,22.68937003207975,-17.869733669955167,15.515469249193515,20.700101238152854,7.951430120522413,6.903926821001495
1978,6,1978.46,-11.39585505030118,8.058612283086404,22.69514739335864,-17.85254236822948,15.236080646744233,20.36540209810947,7.808448487122074,6.812569706880472
1979,6,1979.46,-11.684648168797139,7.976502793724649,22.65257852053037,-17.914455686302972,15.547397166086983,19.862107435309305,7.6987196650227405,6.752486906481397
1980,6,1980.46,-11.737463424156886,7.939083513920195,22.622973503137473,-17.98705849441467,15.60942246074295,19.507214398572124,7.513563180387958,6.64128461175765
1981,6,1981.46,-11.332577263528947,7.985660812584683,22.624055615306133,-18.006624898320297,14.759687647662092,19.060021721188672,7.3655939071594165,6.400409875320785
1982,6,1982.46,-11.167472769564483,8.03342484368477,22.634237473102985,-17.982356561042252,14.59424189891493,18.677872002886843,7.189277647968095,6.198798585582451
1983,6,1983.46,-11.456240506027825,8.028185231960379,22.63403238923638,-17.975167243290343,14.525635290587134,18.30608980308379,7.0694153362205805,6.081635245283763
1984,6,1984.46,-11.192829350708053,8.047126415302046,22.623329181282315,-18.024841516889865,13.708514018944008,17.944782967622317,6.941255789818175,6.048797526289641
1985,6,1985.46,-11.35707621392794,8.037503295345232,22.624929197481833,-18.006483708304586,14.038465608156274,17.598959444423283,6.797098006101593,5.914234587720105
1986,6,1986.46,-11.516075626132078,8.010748742497526,22.59991013270337,-18.050403488290613,14.230458148982676,17.040024510007257,6.6215006747654215,5.829899348216604
1987,6,1987.46,-11.326478396658786,8.052691419608891,22.609104456947534,-18.042357886821264,13.087333793553169,16.583187882262816,6.53140140201448,5.718685520887288
1988,6,1988.46,-11.37984042125754,8.054997099447064,22.600148980811355,-18.044522766780574,12.440226690772352,16.156146477976044,6.277060127429565,5.560090318944641
1989,6,1989.46,-11.15590498840902,8.126271871617064,22.59988204787078,-18.081039425131166,12.972138826511596,15.666402067627244,6.164067519814807,5.299439125333139
1990,6,1990.46,-11.959607910219347,8.26216172624845,22.667241887451382,-17.929873084212886,12.40937539270819,15.173104081022792,6.02869822840344,5.192874382837852
1991,6,1991.46,-12.862937095735873,8.380508360132481,22.694748706927385,-17.90609410089494,12.294324770468892,14.73383106923499,5.8816383961015255,5.097454064040235
1992,6,1992.46,-12.158383534372787,8.585031699621767,22.756828124579737,-17.790801423982,12.358753154399505,14.12674437540941,5.735842458882836,4.970302582744117
1993,6,1993.46,-8.422115883362574,8.978942435142672,22.798896380108264,-17.75498439977702,11.309093271746601,13.553768782936334,5.544730552705188,4.847681631524981
1994,6,1994.46,-2.036677534572689,9.97537186451592,23.021551364638515,-17.464858643093496,10.4177661318282,13.094677362255272,5.390328387995626,4.612723578446587
1995,6,1995.46,1.0633168589942628,12.004382666155236,23.694393015163637,-16.036086695408503,8.757878318140046,12.324329359886661,5.13305041132445,4.377413723602126
1996,6,1996.46,9.324059726342602,15.10272430935772,24.31241057468345,-14.928800738489597,8.356728016546047,11.834097195924205,4.918441693472986,4.137663629853592
1997,6,1997.46,13.712414776904273,15.676736414560395,25.294206787068905,-13.563941203507644,8.100976692553637,11.375553484213187,4.734701308438568,3.926212488881617
1998,6,1998.46,21.058538914006466,18.665039560411866,27.03347606706069,-10.02086001299063,7.575566252830918,10.56796408869011,4.539593180076009,3.7394191427968244
1999,6,1999.46,31.09873967404963,19.84601879932643,27.489460655463898,-8.394292127732909,7.177666243319042,9.928283766458017,4.275560931272239,3.4964026936861745
2000,6,2000.46,36.00452886065114,21.285592418621995,27.842981324356845,-7.502243364577858,6.4732933526380085,9.086828188976524,4.156494691530957,3.309800855201686
2001,6,2001.46,38.83369680000885,23.767195468733178,28.66343474314169,-6.380511048616994,5.96619532043277,8.167383902456915,3.8543252397955183,3.042629835684117
2002,6,2002.46,47.115028320908834,26.306665710693597,29.643236471435163,-3.8488793655236364,5.559279021704574,7.23695628646401,3.5587360329336377,2.7601245298091013
2003,6,2003.46,52.478842230650855,28.632972248436264,30.209323608072847,-3.1081397944249964,4.992641275896636,6.288022960515877,3.1903293563077657,2.549372583892109
