# Semihemispheric mole fraction growth rate for HFC-134a 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:34:22.303109+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fraction_growth_rate_box0,Semihemispheric_mole_fraction_growth_rate_box1,Semihemispheric_mole_fraction_growth_rate_box2,Semihemispheric_mole_fraction_growth_rate_box3,Semihemispheric_mole_fraction_growth_rate_1-sigma_box0,Semihemispheric_mole_fraction_growth_rate_1-sigma_box1,Semihemispheric_mole_fraction_growth_rate_1-sigma_box2,Semihemispheric_mole_fraction_growth_rate_1-sigma_box3
1973,1,1973.04,0.08087553649460166,0.10381168632410875,0.12282449175773957,0.124965865823068,1.3037739924981822,0.8655019474798685,0.4412638868021245,0.42304247809147827
1973,2,1973.12,0.07645893673699197,0.09572480825053582,0.11854991175642995,0.12333857326741487,1.2903089255698008,0.8455561998423896,0.4399150833661648,0.42662735685716546
1973,3,1973.21,0.0715359328321481,0.08758685045166141,0.11344016954484748,0.12194364383318664,1.2669027074364894,0.8298877761800614,0.4385948617651809,0.4324997729444605
1973,4,1973.29,0.06558768448415257,0.08085112493196296,0.11050979401584361,0.11969733534457266,1.2285396985972459,0.8194982077433807,0.4395425130795066,0.43969127178481043
1973,5,1973.37,0.05869278172843895,0.07649249832874429,0.11059160135022342,0.11656488580508238,1.1707398095923935,0.8123364067487648,0.44360166841017407,0.4473215792995175
1973,6,1973.46,0.0512939731225333,0.07439093719122229,0.11159336233725889,0.11335488987004516,1.0931106732580365,0.8057439829416213,0.45057374107888726,0.45482049359623566
1973,7,1973.54,0.043736482509571,0.07355273042486996,0.10980993909730853,0.11091726194837072,1.0000059232386707,0.796190434961352,0.45925189866586397,0.461504134102705
1973,8,1973.62,0.03630438982768362,0.07255349282207503,0.10429806475872852,0.10904429715083444,0.8983893758596371,0.7802851936328,0.46776291446484897,0.4666739535225024
1973,9,1973.71,0.029273068824783997,0.07042765526059397,0.0971429657452863,0.10682217081082176,0.7963779448575672,0.7563404810202595,0.4746671846620663,0.4700775764388535
1973,10,1973.79,0.023003473497158276,0.06678977625062316,0.09183854744069316,0.10330456357802482,0.7021632276602857,0.7227059561386613,0.4787651164657542,0.4716850117664172
1973,11,1973.87,0.017762786448057153,0.06186101323184399,0.08942288582477302,0.09866732718992625,0.6269655650699968,0.679802287540668,0.4792458059012509,0.471706017248355
1973,12,1973.96,0.013794646886514455,0.05593205874430426,0.08832569417150511,0.09391920421701516,0.5871503760528596,0.6322280072354003,0.47571488353779334,0.4706154329006566
1974,1,1974.04,0.011363151691279999,0.049142591827361755,0.08581021404129839,0.09024050043702332,0.5899906176794285,0.5862766099704299,0.46769843767774044,0.46864666173967556
1974,2,1974.12,0.010251242520396848,0.04192600054930712,0.08099854156799413,0.0877173654278218,0.6213985035391872,0.5486599547271314,0.4558265935405856,0.46570382868467086
1974,3,1974.21,0.009854039451063291,0.03527593547831159,0.07549667633666124,0.0854829517590688,0.6607665829056025,0.5255672636530564,0.4421352698578402,0.461918892429668
1974,4,1974.29,0.009525839257946724,0.03063363169419056,0.07227555246302585,0.08250191270996128,0.6931514245745125,0.518620566077745,0.4288880804504006,0.4576232703074433
1974,5,1974.37,0.009122173106878441,0.028932152909284924,0.07214949011744949,0.07877765250060215,0.70902809622376,0.5246501080807467,0.4177760085125944,0.45316268686926287
1974,6,1974.46,0.008749763327967704,0.029923361371230764,0.07305610947989248,0.07515426334021405,0.700741843297587,0.5385822243111328,0.4099831265753908,0.4488722862107322
1974,7,1974.54,0.008317397497207191,0.03238521607770472,0.07134315577746576,0.07252161241348815,0.6601657112225651,0.5525996632990275,0.40572533054762894,0.4447516267882753
1974,8,1974.62,0.007711672806586957,0.034706330848111214,0.06613431110382507,0.07071132738570068,0.5874087881414406,0.5589139094583352,0.4041368415122515,0.44061925156787457
1974,9,1974.71,0.006902142051045533,0.03584944177417651,0.05953398105510078,0.06882347526606346,0.49636341142392565,0.5532805396657429,0.40422513189903003,0.4364806152443509
1974,10,1974.79,0.006013639643601509,0.03543545779283875,0.05500628537414717,0.0658916245954037,0.414503916985963,0.5331437332927944,0.4047751536429766,0.4322185034253573
1974,11,1974.87,0.005185006108018575,0.033664408418842086,0.0535446211826331,0.062045862603636044,0.376069799177152,0.4996448910981998,0.40437203004147315,0.4277440596278982
1974,12,1974.96,0.0046431202795281035,0.030751520760241294,0.053570473374097635,0.0582476338822453,0.4024195629776759,0.4597493264292325,0.4016150104571601,0.4231994445392873
1975,1,1975.04,0.004710908590596595,0.026752915247425638,0.05237285211540816,0.055638644422672315,0.47562832585329984,0.42249634594252145,0.39479559600953046,0.4184825798135054
1975,2,1975.12,0.005297112408407194,0.02202793087534115,0.049058646986089506,0.054276999437974205,0.5656811106527503,0.39708267606786796,0.3835485784700999,0.4131448583895059
1975,3,1975.21,0.005992428198833196,0.01756261676485578,0.045159894041630955,0.05327015496248395,0.6550734583251063,0.39240515058596204,0.36956441360378156,0.4069916819462648
1975,4,1975.29,0.006413788172956585,0.014869439805105859,0.0435469477579785,0.05155202129861269,0.7350724329315019,0.4109016653808863,0.3554038770393756,0.40015024585246195
1975,5,1975.37,0.00662806694055158,0.014951836536488947,0.04494744965070938,0.0490913069301226,0.8007430897414641,0.4477038199022937,0.3435381590786981,0.39300553696892465
1975,6,1975.46,0.006854976818217751,0.017556583815704727,0.047266963888703564,0.04671054122957616,0.850528444738053,0.4949635135396064,0.3360436249980808,0.38618823569976385
1975,7,1975.54,0.007041797395860615,0.02138808727506413,0.046861762679675845,0.04530015709092408,0.8841192255877734,0.5433201180795463,0.3336355663091176,0.3801679724067975
1975,8,1975.62,0.007078057343132346,0.024809988907052105,0.042891780003577906,0.04470786349907045,0.9036432203336887,0.5858400950903304,0.33557446754112186,0.3751559137765093
1975,9,1975.71,0.006918178003892437,0.026849333294476124,0.03747355447287817,0.04404252539482826,0.9144133858991635,0.6200387446258113,0.34087913496885686,0.3715218250268741
1975,10,1975.79,0.006663176431044946,0.027237823627686748,0.034056079522004325,0.042331153292115724,0.9224354251767627,0.6445112588772143,0.34835506050282683,0.3697010338465819
1975,11,1975.87,0.006457928023301076,0.02627067877065426,0.03362945886084507,0.03968575750248569,0.9290886316617821,0.659734412382353,0.35706389300204344,0.37026190202359466
1975,12,1975.96,0.006577024368994796,0.024204157056396232,0.03465013638952857,0.037051957883464416,0.9307385351394689,0.6681005391170928,0.3664198643579524,0.3737714461681478
1976,1,1976.04,0.007415828114607796,0.02109811869081231,0.03446626654829219,0.03556494334628644,0.9210582452033199,0.670146263394094,0.3754125258627409,0.38007525788483504
1976,2,1976.12,0.008936052182795766,0.017308256546724878,0.03221680535755394,0.03528674440634671,0.8985843286700466,0.6648925845920365,0.38342511309183,0.3883555913961734
1976,3,1976.21,0.010749321803264308,0.01384823754089346,0.029423697574327643,0.035331166156480825,0.8679509207499669,0.6535797222463933,0.3909582641420272,0.39784723450104087
1976,4,1976.29,0.012476638924356801,0.012285294631056598,0.028926230782496336,0.03463410846462938,0.8337910649796817,0.6391328701844297,0.3988079613812985,0.4077880858226837
1976,5,1976.37,0.01414751409659987,0.013639006795733162,0.031417783086747406,0.033161931744978515,0.7987656151394136,0.6249073532159619,0.40725555085493303,0.41736508871252753
1976,6,1976.46,0.015895348968934405,0.017593272788034044,0.03479134276764441,0.03174128022598451,0.7668301186729194,0.6137629360953281,0.415987332750974,0.4258253523101671
1976,7,1976.54,0.01753688988003448,0.02272749033244962,0.035405755933837005,0.03127752421841385,0.7422748215718646,0.6056288689864604,0.4239077707914272,0.4323413034301376
1976,8,1976.62,0.018800846110420686,0.02729809525057097,0.03243287176864094,0.03163903681862755,0.7279016444780475,0.598440060315417,0.42937910510440874,0.43612556657062673
1976,9,1976.71,0.01945122889558978,0.03027745647937139,0.027983279774942083,0.03194713663735903,0.7239542540438297,0.5906498321808362,0.43162067576551255,0.43693787691200897
1976,10,1976.79,0.019373158692152975,0.0313737675394386,0.0254811716433937,0.031227684987394075,0.7254442898385342,0.5792757032783304,0.4304378072987848,0.4350485487873615
1976,11,1976.87,0.01861755334468286,0.03085416422430758,0.025900566924874014,0.029578951839760326,0.7279869594277656,0.5613940628531124,0.4261865577225001,0.43123932535020437
1976,12,1976.96,0.017539901465263193,0.028935523814146845,0.027700651115887757,0.027927196130632242,0.7323379180165915,0.537556330666083,0.419116326251168,0.42654089071447243
1977,1,1977.04,0.016741245474988977,0.02565182263101727,0.028241625104453452,0.027388046289816236,0.7408839107731965,0.510211492177735,0.4085796670095809,0.42148858297240116
1977,2,1977.12,0.01639107046736515,0.02137776809276695,0.02666466356045834,0.02800739962290446,0.7551941771590456,0.4835470498166608,0.394337310799341,0.4159080318183994
1977,3,1977.21,0.01626288952680773,0.017203378847915143,0.024481717237183547,0.02888427093538332,0.7768577772669176,0.4640745639253268,0.37761487315402276,0.4095184828639605
1977,4,1977.29,0.016121292850513655,0.014810749382164696,0.02452175962380575,0.028939367289284,0.8040513030533141,0.45764431886140783,0.360482141018741,0.40220257286916705
1977,5,1977.37,0.016078401146439318,0.015311725494871755,0.027467729229282915,0.02812527720729885,0.8326480964136792,0.4669214958442308,0.34494238759339135,0.39403774514846834
1977,6,1977.46,0.016283719543495508,0.018420606115408838,0.031213117574470522,0.02726331890752458,0.8598975886044257,0.4905398218801442,0.3322725029729278,0.3850651672497235
1977,7,1977.54,0.01652140502958345,0.022689964968769134,0.03212630006856439,0.02726406961795046,0.8818455655344581,0.5215122176523851,0.32241018102743085,0.37494895716382626
1977,8,1977.62,0.016387147176769427,0.026330392456755357,0.029384090331757023,0.02801084468298316,0.8910848149117527,0.5515255263143878,0.3143751847393061,0.36327227049145383
1977,9,1977.71,0.01538896338985294,0.028266826276393063,0.025087082282244124,0.028642869561823842,0.8799593718746686,0.5747365836296884,0.3080383033023228,0.350353571790604
1977,10,1977.79,0.013057568434182223,0.028145660393707424,0.022636628525906016,0.028200652330291866,0.8424941933411222,0.5859156144246279,0.3036043605733214,0.3372979757513347
1977,11,1977.87,0.009201570997692848,0.02613202377757714,0.02298275528700272,0.026778613927214465,0.7795324442979708,0.5816899939425635,0.30079114289833214,0.32540328984531264
1977,12,1977.96,0.0041242574892004814,0.022311275277043022,0.024560501157710583,0.025278599063270256,0.7016510768030224,0.5625836695713372,0.29824940085814894,0.315221595671016
1978,1,1978.04,-0.001497965929966816,0.016590655657111382,0.024698722235988096,0.024777729121822897,0.6268846806745888,0.5308137170844159,0.29304817841319714,0.30542462967941153
1978,2,1978.12,-0.0073102163792585955,0.009283328529782843,0.022501844908440757,0.025280968777850635,0.5747551390108125,0.4911989822258151,0.28317988958915996,0.2939062233653568
1978,3,1978.21,-0.013260787737854829,0.001514029627062849,0.01943744124059763,0.02584469887826431,0.5614086838339618,0.4533716876827186,0.2694788897075419,0.2797366076471796
1978,4,1978.29,-0.01922343552696039,-0.004915973105075493,0.018289679638080033,0.025343681371836454,0.5885799606262122,0.42924201122589933,0.25477081293212644,0.26378360373976933
1978,5,1978.37,-0.02470161373054039,-0.00870615431351545,0.019726291216330977,0.02367153608001315,0.6415205167082657,0.42636485876882946,0.24170951817100716,0.2475380047797324
1978,6,1978.46,-0.02915668812978157,-0.009924375672570691,0.021664401330400273,0.021580929237211076,0.7011308461231522,0.44356842650687245,0.2318954764127855,0.2321294864167231
1978,7,1978.54,-0.032396465090595114,-0.009790426487839829,0.02052455459159114,0.01991556533831034,0.7494102954940101,0.47083372169887006,0.225449937955783,0.2180825780995252
1978,8,1978.62,-0.03454686402424492,-0.00985061469294864,0.015543118513274537,0.01854751702641809,0.775522350696613,0.4981761850921065,0.22220949481881308,0.206307390475307
1978,9,1978.71,-0.03600152150668746,-0.010924050066467236,0.008886213825406154,0.0166745986162732,0.7789269696190284,0.5203098188997911,0.22270835888049104,0.1989189402659751
1978,10,1978.79,-0.03725761361923858,-0.013118436468981016,0.004038009610559584,0.013445135341739179,0.7664018605781932,0.5331200209567827,0.22673502307369736,0.19838242012134294
1978,11,1978.87,-0.03861406865115346,-0.016115568488712383,0.002033666551311333,0.009058565223530128,0.7477501281176168,0.5334298655487238,0.23287127050915984,0.20490876096257596
1978,12,1978.96,-0.039929822502920015,-0.019791752818151515,0.0014062376623350957,0.004507721086423622,0.731262493934174,0.5216644594958475,0.23914252750073325,0.2158632619187366
1979,1,1979.04,-0.040750881469074365,-0.02428259966626683,-0.0004108801068480768,0.000958266067625589,0.7180867711441434,0.5003755804445476,0.24300900189483376,0.2268862402200154
1979,2,1979.12,-0.040973257415147145,-0.029397675498270485,-0.004245193097234433,-0.0014600633348567096,0.7076809231107403,0.4737452794359479,0.24312758511142127,0.23505861788522636
1979,3,1979.21,-0.04081175589875959,-0.03418176910981848,-0.008606335315021989,-0.0035257302357431805,0.7039150688872362,0.44829349686111825,0.24003194282426807,0.23987019167307633
1979,4,1979.29,-0.04042916119574161,-0.037027747478078424,-0.010714685845059043,-0.006180107736827005,0.7101023464851483,0.43024031176503463,0.2345476605073551,0.24194039588765812
1979,5,1979.37,-0.03959009656173214,-0.03682831204618995,-0.009895167836870366,-0.009419574334744281,0.7246557133151004,0.4241292268574618,0.2272259310437011,0.2414181370200457
1979,6,1979.46,-0.037977389987002556,-0.03386252828698378,-0.008218831878616164,-0.012484751149461442,0.7442292650166226,0.43195725913398675,0.21909163260068337,0.23784834349554249
1979,7,1979.54,-0.035599227969625474,-0.029585095134609562,-0.009274585946730526,-0.014597752506980114,0.7638115885543978,0.45062286572534166,0.21118550784836027,0.23050193030873922
1979,8,1979.62,-0.03275285025658209,-0.02572715099005558,-0.01383756857645634,-0.015927145280083693,0.7819333165516172,0.4741832826660632,0.20378501387360187,0.21945863294124995
1979,9,1979.71,-0.02997554030759205,-0.02322028647729428,-0.019769555418220102,-0.01726660633955547,0.802440557339163,0.49798786146423046,0.19697022530708497,0.20594428556653105
1979,10,1979.79,-0.027881123154010628,-0.02224167819842361,-0.023623323030480873,-0.019436942751425313,0.828521521123116,0.5174969177886959,0.19013193161810157,0.19157848975760763
