# Semihemispheric monthly emissions for HFC-245fa 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.542379+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_monthly_emissions_box0,Semihemispheric_monthly_emissions_box1,Semihemispheric_monthly_emissions_box2,Semihemispheric_monthly_emissions_box3,Semihemispheric_monthly_emissions_1-sigma_box0,Semihemispheric_monthly_emissions_1-sigma_box1,Semihemispheric_monthly_emissions_1-sigma_box2,Semihemispheric_monthly_emissions_1-sigma_box3
1973,1,1973.0,-0.3420866251059351,-0.8737569771342351,0.764637344578432,-1.053390637963048,2.5531600600805424,1.7437100334077194,0.9316935272090189,0.6275773863475995
1973,2,1973.08,-0.3420866251059351,-0.8737569771342351,0.764637344578432,-1.053390637963048,2.55315533783318,1.743698782899632,0.9317018861295732,0.6274897075074013
1973,3,1973.17,-0.3420866251059351,-0.8737569771342351,0.764637344578432,-1.053390637963048,2.553150786439658,1.743688440682096,0.9317110234860149,0.6274065888747248
1973,4,1973.25,-0.13104985329312058,0.19629469078654438,1.1174125279882219,-0.9504614011223111,1.708731703857246,1.7815007261883502,0.9415718543800818,0.6158574232965586
1973,5,1973.33,-0.13104985329312058,0.19629469078654438,1.1174125279882219,-0.9504614011223111,1.7087309555457137,1.781500513780736,0.9415744018703313,0.6158554347440071
1973,6,1973.42,-0.13104985329312058,0.19629469078654438,1.1174125279882219,-0.9504614011223111,1.70873020982543,1.7815003027273348,0.9415769853500602,0.6158535005219858
1973,7,1973.5,-0.7862763460054794,3.370007133499712,1.884937490774064,-1.067653158272151,1.1531153809547208,1.838074192922393,1.0943556693787897,0.6611446755972489
1973,8,1973.58,-0.7862763460054794,3.370007133499712,1.884937490774064,-1.067653158272151,1.1531319116080179,1.8379541731109457,1.0943360080153757,0.661145957088068
1973,9,1973.67,-0.7862763460054794,3.370007133499712,1.884937490774064,-1.067653158272151,1.1531487127048914,1.8378436092162131,1.0943204320320612,0.6611491687355855
1973,10,1973.75,-1.8753901484855078,0.12852168811946285,2.7011885295679576,-2.0004968519239696,2.0341927785159606,1.6525352792167194,1.034562246703142,0.6884778948780018
1973,11,1973.83,-1.8753901484855078,0.12852168811946285,2.7011885295679576,-2.0004968519239696,2.0341649045902312,1.6525354612925616,1.0346178720753125,0.688420812780841
1973,12,1973.92,-1.8753901484855078,0.12852168811946285,2.7011885295679576,-2.0004968519239696,2.034137885766785,1.6525356418492585,1.0346737945891769,0.6883659123861807
1974,1,1974.0,-0.36917963358268935,-0.8754191396321858,0.764583345856181,-1.0534576577157395,2.4829954284691653,1.730469000910951,0.9319662488074897,0.620969313023069
1974,2,1974.08,-0.36917963358268935,-0.8754191396321858,0.764583345856181,-1.0534576577157395,2.482993513695213,1.7304570201069738,0.931970843485441,0.6208753457382394
1974,3,1974.17,-0.36917963358268935,-0.8754191396321858,0.764583345856181,-1.0534576577157395,2.4829917264587764,1.7304459946793473,0.9319763340818307,0.6207861886969959
1974,4,1974.25,-0.1694778869688207,0.19470224036649597,1.1173785033771537,-0.950484565251827,1.6865245407607303,1.768234387793541,0.9405306716128005,0.6062362347739835
1974,5,1974.33,-0.1694778869688207,0.19470224036649597,1.1173785033771537,-0.950484565251827,1.6865243638717695,1.7682342263785524,0.9405324122251245,0.6062345469205558
1974,6,1974.42,-0.1694778869688207,0.19470224036649597,1.1173785033771537,-0.950484565251827,1.686524187288556,1.7682340653365267,0.9405341736431005,0.6062328831317314
1974,7,1974.5,-0.8248798612214046,3.3691251635916615,1.8849198693383187,-1.0676385885072364,1.14352149389804,1.8229614941709873,1.0896582945678814,0.6547351419718879
1974,8,1974.58,-0.8248798612214046,3.3691251635916615,1.8849198693383187,-1.0676385885072364,1.1435628336446972,1.8228404239898133,1.0896408117384253,0.6547448310825305
1974,9,1974.67,-0.8248798612214046,3.3691251635916615,1.8849198693383187,-1.0676385885072364,1.143603960547086,1.8227286152482023,1.0896272300678425,0.6547562085984908
1974,10,1974.75,-1.8875231606709804,0.12844045781480418,2.701200519398185,-2.0004672527324487,1.8563261575170877,1.6499772541469446,1.0318486736117325,0.682539422862896
1974,11,1974.83,-1.8875231606709804,0.12844045781480418,2.701200519398185,-2.0004672527324487,1.856303245749945,1.649977140464028,1.0318995714851806,0.6824817589099665
1974,12,1974.92,-1.8875231606709804,0.12844045781480418,2.701200519398185,-2.0004672527324487,1.8562811450853594,1.6499770309011375,1.0319509104032574,0.6824263371238435
1975,1,1975.0,-0.37278051725161276,-0.8757084041114922,0.7645755279681907,-1.0534615633971498,2.386079565578163,1.7223371518458124,0.9272869120308187,0.6133545559326891
1975,2,1975.08,-0.37278051725161276,-0.8757084041114922,0.7645755279681907,-1.0534615633971498,2.3860752196052997,1.7223288456265924,0.927287261418047,0.6132453000460382
1975,3,1975.17,-0.37278051725161276,-0.8757084041114922,0.7645755279681907,-1.0534615633971498,2.3860710601187476,1.722321433054433,0.9272886175707291,0.6131412701207813
1975,4,1975.25,-0.17252581113302767,0.1940184644299734,1.1173673064296281,-0.9504693650565628,1.7143626671845977,1.7503705894836654,0.9442734379112417,0.5954408749157304
1975,5,1975.33,-0.17252581113302767,0.1940184644299734,1.1173673064296281,-0.9504693650565628,1.714362218443043,1.750370521447521,0.9442749069669125,0.5954401611919292
1975,6,1975.42,-0.17252581113302767,0.1940184644299734,1.1173673064296281,-0.9504693650565628,1.7143617704681442,1.7503704537673224,0.9442763910238456,0.5954394676045008
1975,7,1975.5,-0.8619914708595502,3.368368500416409,1.8849213813557526,-1.0675853584382935,1.1397390431880805,1.8215005128483217,1.0891575256944752,0.6459647577481271
1975,8,1975.58,-0.8619914708595502,3.368368500416409,1.8849213813557526,-1.0675853584382935,1.1397771605956086,1.8213604934895922,1.0891391096168823,0.645972578154457
1975,9,1975.67,-0.8619914708595502,3.368368500416409,1.8849213813557526,-1.0675853584382935,1.1398151568364776,1.8212298875861082,1.0891244771860582,0.6459820723265317
1975,10,1975.75,-1.8983039894508238,0.12847449788387166,2.701233686052319,-2.000395415735227,1.7251108021894415,1.6436863263482353,1.0303289546979624,0.6793913599931921
