# Semihemispheric modelled mole fractions for HFC-245fa 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.204073+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_modelled_mole_fractions_box0,Semihemispheric_modelled_mole_fractions_box1,Semihemispheric_modelled_mole_fractions_box2,Semihemispheric_modelled_mole_fractions_box3,Semihemispheric_modelled_mole_fractions_box4,Semihemispheric_modelled_mole_fractions_box5,Semihemispheric_modelled_mole_fractions_box6,Semihemispheric_modelled_mole_fractions_box7,Semihemispheric_modelled_mole_fractions_box8,Semihemispheric_modelled_mole_fractions_box9,Semihemispheric_modelled_mole_fractions_box10,Semihemispheric_modelled_mole_fractions_box11,Semihemispheric_modelled_mole_fractions_1-sigma_box0,Semihemispheric_modelled_mole_fractions_1-sigma_box1,Semihemispheric_modelled_mole_fractions_1-sigma_box2,Semihemispheric_modelled_mole_fractions_1-sigma_box3
1973,1,1973.0,-0.010767033445968884,0.035257521831330546,0.09060197391229745,-0.0194560473997875,0.011635481469154123,0.041804805465870724,0.0698725347096778,0.007889899319836797,0.01195508678396446,0.01426964052737288,0.013876678500632848,0.010364002847512745,0.06006641897152504,0.05823596340809901,0.03975365556487462,0.03541315118617653
1973,2,1973.08,-0.0009740090201367761,0.007680734180867196,0.06905505508466388,-0.01369681947296696,0.012322114516317744,0.02664248906417425,0.060815552363463254,0.010215381659018826,0.012558593939453319,0.014304472667961393,0.014638742757020685,0.011311469969925811,0.06648611008897098,0.059469492637287825,0.040148829761004326,0.034577560121196234
1973,3,1973.17,-0.0013670590341280755,-0.006352861087358475,0.054685281512645276,-0.01336967644750347,0.008786271803209523,0.01624943436483361,0.04893370931441976,0.008580930081958335,0.012925525441553575,0.014214077593528801,0.014921369251285925,0.01212572308669083,0.08723375849248612,0.06684556149506948,0.044590847500454354,0.03608021292862571
1973,4,1973.25,-0.0025411691104499107,-0.0021066992084911866,0.052091159044592106,-0.014356352409242514,0.0031951391066685824,0.006481770806794431,0.0379025554676149,0.006175797118388108,0.012987432708813456,0.013959622085679904,0.014873497450119219,0.012666706278240628,0.06540809665855599,0.06140645906604955,0.041277145056749245,0.035256892547896136
1973,5,1973.33,-0.001964042264126927,0.0054664549931712075,0.05381325616071738,-0.014909144948207484,0.0012375077954168688,0.006039259977922242,0.03527864896545028,0.004555320007627319,0.012821368311660539,0.013646655007312661,0.014697488395074084,0.01296480566417968,0.035141646462430794,0.062213531444653296,0.04086618196056951,0.03531694919023929
1973,6,1973.42,-0.0009876975606466984,0.008809979775206403,0.054367877348681974,-0.015595218110527952,0.0019981904812099226,0.007961365950556937,0.035231180064725746,0.003813855625104719,0.012624548563412654,0.013442243265495544,0.01457721058369913,0.013110528128693255,0.02922391673965237,0.06633603008476362,0.044560188076005244,0.0369698196490573
1973,7,1973.5,-0.006867381795901747,0.055605962975552786,0.0585984017064482,-0.014753046531793938,0.0012322407307865748,0.024368555577509946,0.028861447917903005,0.004981415163772838,0.012457664674965287,0.013439385315804334,0.01442180148053094,0.013191223232502287,0.026973598813196116,0.05344723689522518,0.04106421985111395,0.03589739052618116
1973,8,1973.58,-0.00963731613263194,0.11121735146323357,0.058193651854167666,-0.012842968946988493,0.00373032396197506,0.0722334591606355,0.03684291144016878,0.008024386333613038,0.012450035005279499,0.014369754089391342,0.014460159812139666,0.013276172559056512,0.032444361886927495,0.054527821239934736,0.04111024443288658,0.03553877530785465
1973,9,1973.67,-0.003912846813155997,0.14564916180304655,0.06119010886722405,-0.009205592291352442,0.013148352577742014,0.11066416021703095,0.051125331913367815,0.015185609683262297,0.013013123395356546,0.016172020104734394,0.01517945209387472,0.013594208741529123,0.04230234289357571,0.0645480559005866,0.043956549463858734,0.03658779768664928
1973,10,1973.75,-0.0022443612122420766,0.12836682196898325,0.0819643517452252,-0.01384467227413815,0.030596788902876922,0.11440981250868376,0.06119821832603309,0.016643173333787974,0.014354307218761814,0.018176345024940543,0.016443678080755236,0.014243776195619888,0.03281844683353796,0.054537797264557805,0.03888142299567733,0.03460507838138774
