# Semihemispheric mole fraction growth rate for HFC-245fa 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:39:21.375126+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fraction_growth_rate_box0,Semihemispheric_mole_fraction_growth_rate_box1,Semihemispheric_mole_fraction_growth_rate_box2,Semihemispheric_mole_fraction_growth_rate_box3,Semihemispheric_mole_fraction_growth_rate_1-sigma_box0,Semihemispheric_mole_fraction_growth_rate_1-sigma_box1,Semihemispheric_mole_fraction_growth_rate_1-sigma_box2,Semihemispheric_mole_fraction_growth_rate_1-sigma_box3
1973,1,1973.04,0.006234535405084381,0.003548483712397646,0.005779705207649523,0.00765723840293526,0.026981643890717534,0.017346216116664273,0.009148302232918532,0.009009177160666633
1973,2,1973.12,0.0059532567138512885,0.0044794892908705366,0.005578782968510323,0.00742387371108388,0.026992188697912447,0.017073394653736557,0.009034665438170749,0.009017604115153828
1973,3,1973.21,0.005547149432939707,0.0057099844512848875,0.005848611942034828,0.0071347747033045665,0.026957630737888167,0.016911549071686936,0.00895324651098913,0.009091374804235285
1973,4,1973.29,0.00512539003806474,0.00713031258694586,0.006232933765788497,0.006904431116489662,0.02685371303679313,0.016911615378904662,0.00893886896612375,0.009200913047804887
1973,5,1973.37,0.004770421809601351,0.008511596327663714,0.0064999216998329066,0.0067620793590066,0.02655573265470875,0.01706347276871811,0.008984210301416556,0.009313681370141599
1973,6,1973.46,0.004505142298177399,0.009378309240231465,0.006671882628152714,0.006654744237020947,0.0260647470338759,0.01735577629953139,0.009112081444341873,0.009422716127653524
1973,7,1973.54,0.0042949024570468775,0.009068768024070133,0.006896183625238394,0.006491589599758956,0.025467604193685805,0.01767420898986257,0.009304420471037614,0.009524300964464407
1973,8,1973.62,0.004069813032057204,0.007410161598462523,0.007179458351290484,0.006257740796534874,0.02481383717352419,0.017892266198700015,0.00951112011414071,0.009608623830491696
1973,9,1973.71,0.003793066409639506,0.004935700677982514,0.007284755815437807,0.006024689973651345,0.024147537836023185,0.017987232570638403,0.009721398328846031,0.009676956297217584
1973,10,1973.79,0.003543286129406813,0.002630639851809068,0.006880297094468895,0.005912555748956131,0.02348983313459656,0.017897750048884404,0.009894652755251093,0.009723539338549532
1973,11,1973.87,0.003396116374597268,0.0012021678657035478,0.0059277802922027,0.005929656504127641,0.02291958914011847,0.017557746197783133,0.00999456247892346,0.009747470940696728
1973,12,1973.96,0.003336342619167555,0.0008012766399863055,0.004776768129846083,0.005966261577582026,0.022591700809132788,0.017037955310526584,0.010039993161093523,0.009772675871350113
1974,1,1974.04,0.0032266601513772915,0.001218467247554687,0.003969081082952001,0.005877843456486594,0.02248396688547693,0.016446674389668896,0.010017776951657502,0.00981550271889789
1974,2,1974.12,0.0029950317529531074,0.0021534399151412822,0.003768854047372253,0.005641499715403251,0.022474743689545384,0.015887787173258575,0.0099152140471398,0.00986828652149244
1974,3,1974.21,0.0026863483037801116,0.0034036735306880446,0.004041054961452077,0.005348648771153486,0.02258236989003177,0.015495565701086305,0.009791575420789136,0.009927163431160525
1974,4,1974.29,0.0024101130561728,0.004862243972539841,0.004427893021623657,0.005115025804952557,0.02274101989330437,0.01532857039801144,0.009694310028336027,0.009982252175175637
1974,5,1974.37,0.002245972810426074,0.006302150750047331,0.0046970153288839085,0.0049708447168101,0.022742313959432027,0.015372102970245409,0.00963418341710566,0.010019181059203186
1974,6,1974.46,0.0022103668492185627,0.007246932223007542,0.004872133382665956,0.004864174875592704,0.022511414289512893,0.015607115702848147,0.009640353426337643,0.0100411547091147
1974,7,1974.54,0.002258683714667614,0.007030739960301032,0.005103186884666919,0.004705596937217514,0.022110342231272728,0.015898674692089262,0.00969226662223411,0.010050847408357516
1974,8,1974.62,0.0023069787951546087,0.005477202501665907,0.005399897336690264,0.0044819183263268315,0.02165238321213414,0.016095735301944445,0.009740742733869627,0.010042595926455879
1974,9,1974.71,0.0023004267304171616,0.0031179828708455728,0.0055269205549295,0.004265836849552852,0.02128929635816816,0.016175172401579303,0.009791550062529884,0.010020378863059995
1974,10,1974.79,0.002296738811120467,0.0009372350080681032,0.005152389092397789,0.004177831488203914,0.021097189031916316,0.016088996091315852,0.009834887658023324,0.009982508620667428
1974,11,1974.87,0.002356431679395799,-0.0003617842690476239,0.004237259509661037,0.004225745110695647,0.021102674130483466,0.015792466361319618,0.00985095035762007,0.009931340434464994
1974,12,1974.96,0.002457935742709984,-0.0006345486609146314,0.0031311832605246848,0.004299055496527932,0.02133885765758198,0.01538219593739256,0.009851345539601543,0.009889426252958541
1975,1,1975.04,0.0024633861259600936,-9.72078767070526e-05,0.0023768462981565036,0.004252319673882493,0.02165663799095779,0.014979151197394855,0.009801404930983207,0.009867613173481535
1975,2,1975.12,0.0023033810565963346,0.0009441944821068918,0.0022373535493091937,0.004061742039540443,0.021875051194413624,0.014669872240443466,0.009673975744570398,0.009854251130274284
1975,3,1975.21,0.0020277380872686947,0.002284312922455338,0.0025742282628592266,0.0038176829840505053,0.022022715016302128,0.014543457758555369,0.009528517372874933,0.00984721017954695
1975,4,1975.29,0.0017533893194445586,0.0038165571056166074,0.003025056672808455,0.003634477851003165,0.022109189657691094,0.014586863601120043,0.009416424291177313,0.009843644069556248
1975,5,1975.37,0.0015697358083573644,0.005315233362220703,0.003353673405352669,0.0035406484827428244,0.02204268014290546,0.014747285948737416,0.009345892487548331,0.00983558987822661
1975,6,1975.46,0.001504791413691535,0.006304211766963423,0.003582193923315075,0.0034828713607116518,0.02183682035795796,0.015030364012519334,0.009338359990752445,0.009825069227592902
1975,7,1975.54,0.0015267289491250283,0.006117422740824263,0.0038607314416636987,0.003371057596178539,0.021575416705617644,0.015353156328542634,0.009370021313011932,0.009806665134782505
1975,8,1975.62,0.0015581069961986378,0.004580564701556899,0.004200140404453145,0.0031920240982973077,0.021319924789649752,0.015590696287223657,0.00939700669374014,0.009764880101914791
1975,9,1975.71,0.0015417931951121075,0.002229522521856256,0.004365524484510436,0.003018597187509406,0.021137417089802126,0.015719791926871046,0.009436398149786132,0.009701100945157984
1975,10,1975.79,0.0015271399171355275,5.283357098273874e-05,0.004024607061638177,0.002971227440107707,0.021020891031420776,0.015696566150035098,0.009481835718042415,0.009620671679032354
1975,11,1975.87,0.0015677817100380241,-0.0012438589578451973,0.003138497152806551,0.0030574940539810844,0.020925255324997342,0.015496965619232033,0.009512700830448957,0.00953869090204592
1975,12,1975.96,0.0016396054872153936,-0.0015163508288351755,0.0020583781987154218,0.0031666370083964237,0.020869792068829277,0.015220922359043322,0.009544649873279586,0.009489512819576823
1976,1,1976.04,0.0016047222909192122,-0.0009827072159756959,0.0013292629002678623,0.003153130157251354,0.02082476474636235,0.014939852316900475,0.00955034613972854,0.009491222345689077
1976,2,1976.12,0.0013950276215288493,4.896932118446143e-05,0.0012151565215482454,0.0029933135249634174,0.020764830960034435,0.014671864793080809,0.009502531394249053,0.00953174575446977
1976,3,1976.21,0.0010626044901991258,0.0013730602072137736,0.0015763853111334745,0.0027776197347288228,0.020787693772271014,0.014489670002129517,0.009449577111502015,0.009602171044213216
1976,4,1976.29,0.000727806496163361,0.002884529768436055,0.002048154044374229,0.002620174412727133,0.020862066545142582,0.01443260670503624,0.009424977307383954,0.009688883419127513
