# Semihemispheric mole fraction growth rate for HFC-365mfc 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:38:49.651159+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_mole_fraction_growth_rate_box0,Semihemispheric_mole_fraction_growth_rate_box1,Semihemispheric_mole_fraction_growth_rate_box2,Semihemispheric_mole_fraction_growth_rate_box3,Semihemispheric_mole_fraction_growth_rate_1-sigma_box0,Semihemispheric_mole_fraction_growth_rate_1-sigma_box1,Semihemispheric_mole_fraction_growth_rate_1-sigma_box2,Semihemispheric_mole_fraction_growth_rate_1-sigma_box3
2003,1,2003.04,0.058937240177705776,0.033463870655782046,0.01353704732656896,0.011742161848707088,0.012699556592387364,0.007872520826787507,0.003819234311423506,0.0035823826135654973
2003,2,2003.12,0.06265953610817693,0.036770601108657,0.014939922280408625,0.013068889339844646,0.01298384943803498,0.008057652082399376,0.0038941659444915724,0.0036805956967771443
2003,3,2003.21,0.06631687510928001,0.04044508675784944,0.01670742190534701,0.014523371082973892,0.013240429226556953,0.00835213963264014,0.004038229874121112,0.003824560065344877
2003,4,2003.29,0.06994704628057719,0.04430418357877181,0.018714277298396604,0.016046711363164837,0.013476340628465025,0.008705022296676707,0.00422689685362668,0.004002130419977091
2003,5,2003.37,0.0736033264230405,0.048164223520408694,0.020824183892526587,0.017597514783630072,0.013699458006788644,0.009061048620286677,0.004421332963220997,0.004187165889215965
2003,6,2003.46,0.07739719623766202,0.0518334312673282,0.022971130469754093,0.01919001194210136,0.013937190050205104,0.009420816202713936,0.004643355193129287,0.004376002372733076
2003,7,2003.54,0.08149519698139947,0.05510962700854818,0.025143654591758248,0.02087767324728037,0.014224043718505587,0.009777723507162106,0.004905861334742464,0.004566532657480287
2003,8,2003.62,0.08595329304690913,0.05794101537380667,0.027322274325448103,0.022688387218975765,0.01457719861712635,0.010108176638060394,0.005188723692942584,0.004754805956769222
2003,9,2003.71,0.09065788037902821,0.06044176999298933,0.029425781631942535,0.024599600351979237,0.014997183036427705,0.010408794471606066,0.005477349749517911,0.004949929062795012
2003,10,2003.79,0.09540022365508152,0.06280285064914888,0.031330065899982745,0.02655796246592899,0.015465665518864385,0.010661874945673609,0.005726740723910913,0.005152945249647455
2003,11,2003.87,0.09997123255357619,0.06521800126408804,0.03302579125542662,0.028536422374021514,0.01595042104060959,0.010868843144665791,0.0059174677143157125,0.005360481130194731
2003,12,2003.96,0.10420041549671276,0.06784329741664975,0.034644881011366896,0.03055176824694414,0.016422025602351634,0.011083644603246103,0.0060905406230989875,0.005582408045342919
2004,1,2004.04,0.10793524263276638,0.0708045893319639,0.036400872138245007,0.03265575831108386,0.016847575055844773,0.011360744133201013,0.00627777403424347,0.005819887361960736
2004,2,2004.12,0.11108781272777779,0.07408794610038602,0.038431749195633844,0.03487235872755203,0.017209121998235013,0.011712666405799101,0.006488319934896648,0.0060663249780969365
2004,3,2004.21,0.11360913227873647,0.07754907598992217,0.040751576039783736,0.03716929569485197,0.017508234653105886,0.012128047058655458,0.006742028398511843,0.006326389917744533
2004,4,2004.29,0.11544070846242278,0.08098179831497472,0.043291570822319034,0.03946745344761885,0.017742202431007173,0.012551751316085998,0.007029957274046471,0.006596829123086206
2004,5,2004.37,0.11657827463729963,0.08416043807053651,0.04594129572549944,0.041711763264199106,0.017901492936715568,0.012932590526067888,0.007329568707797934,0.0068653801158547155
2004,6,2004.46,0.11713350759377568,0.08688964563644734,0.04860566950414007,0.04390098660026797,0.017990167181949936,0.013268032268455406,0.007646039282615346,0.007130951096301158
2004,7,2004.54,0.11731683376216848,0.08901852211965178,0.05121406947649063,0.04606406783128737,0.018023004360727825,0.01355973642149594,0.007973715687572443,0.0073908068429578205
2004,8,2004.62,0.1172900516563324,0.0905047030714169,0.05367317883997993,0.04819914674148829,0.018017482788079405,0.01379363906034651,0.0082883287348345,0.007639270045830866
2004,9,2004.71,0.1171121739630485,0.091391349904648,0.05586587435163275,0.05026910692840693,0.017992398768002255,0.01395950384059979,0.008577277841432026,0.007880087966726547
2004,10,2004.79,0.11679726042861203,0.09176142370040459,0.05766824904429208,0.052228612736242894,0.01795748164804286,0.014029340835654462,0.008814271278764546,0.008115061255025436
2004,11,2004.87,0.11635741031480684,0.09176597164355758,0.059083258884541454,0.054073703873625804,0.017912100645416085,0.013999699592333043,0.008990690043883313,0.008343913137821481
2004,12,2004.96,0.11582287007867278,0.09161838346153532,0.06022030511788839,0.0558381425673766,0.01786186736616837,0.013925539058628686,0.00913229945157233,0.008571831110758918
2005,1,2005.04,0.11524230648786435,0.09156393358272367,0.06124163742570851,0.057577092956445246,0.017815416581137746,0.013875171539794534,0.009255377729980814,0.008795808148714765
2005,2,2005.12,0.11468438782197306,0.09175798186314937,0.06228069563799587,0.05930930875891545,0.01778383106562702,0.013882585976353239,0.009367610514888639,0.009008568682354187
2005,3,2005.21,0.11418874489446125,0.09220555231197372,0.06341684748104014,0.06100037173751564,0.017775159845635914,0.0139521173713783,0.009494430605850687,0.009213188360691104
2005,4,2005.29,0.11373369482759783,0.09280173087751915,0.06468553491638038,0.06258196967014834,0.01777700851211098,0.014043358387574005,0.009647119250729027,0.009410251921807299
2005,5,2005.37,0.113294080813128,0.09340708054838306,0.0660698894178426,0.06402121585931465,0.017768398585173206,0.014118883907523474,0.00981921617208311,0.00959527113600808
2005,6,2005.46,0.11290978605778734,0.09394024521408767,0.06751972021723504,0.06533661542977844,0.017748517411069226,0.014189921983955966,0.010012711603229137,0.009770002882085736
2005,7,2005.54,0.11267927770472676,0.09438014303603114,0.06897572200807504,0.0665659654923394,0.017730930756959428,0.014274656880631016,0.010216351960655666,0.009932147053592789
2005,8,2005.62,0.1126412054531925,0.0947265674090755,0.0703316728051649,0.06770907058971491,0.017726432812938953,0.014366972812387467,0.010404536703304539,0.010075146333680847
2005,9,2005.71,0.11273259253833322,0.09494643311146123,0.07148421728129917,0.06874255467188135,0.01774050390358561,0.014450465444290933,0.010568579619057493,0.010202341160699518
2005,10,2005.79,0.1128358294911542,0.09497415573380487,0.07234708791128096,0.06965145263399226,0.017765014604530442,0.014481820867564287,0.010694021208428618,0.010320423413420493
2005,11,2005.87,0.11284034734775114,0.09480325735748373,0.07294325192601703,0.0704701388580831,0.017784002314852027,0.014437496894441437,0.010778686664816791,0.01043641989821488
2005,12,2005.96,0.112671410310637,0.09453394984905011,0.073351089475444,0.07126062189173339,0.017788943875631617,0.01435623263363883,0.010840742702496232,0.01055860529099759
2006,1,2006.04,0.11228716070613363,0.09433905016266199,0.07366697066263139,0.07208737117573659,0.017770517269696494,0.014298453883850752,0.010885230210170991,0.01068378707168881
2006,2,2006.12,0.11169309923181923,0.09433663204454504,0.07398172000132545,0.07296355867426804,0.01772307935169966,0.01429666675373318,0.01091494225574143,0.010802503331035395
2006,3,2006.21,0.11088867867252503,0.09449100720192521,0.0743774267108453,0.0738447590062854,0.01764702308593173,0.014349221407109276,0.010955964444744639,0.010915008541132944
2006,4,2006.29,0.10982591320648256,0.09464523331289874,0.0749181874775923,0.07465666880618531,0.01753183269267523,0.014403372681719808,0.01102587292993181,0.011022741829129943
2006,5,2006.37,0.10847086625922825,0.09463237315283721,0.07561521785531339,0.07536386532994915,0.017362796951965624,0.014412271363962456,0.011123063151595907,0.01112408394995223
2006,6,2006.46,0.10687582821308712,0.09440050401496307,0.0764150149229446,0.07597591832475678,0.01714504220705401,0.014389018332540585,0.011246374390908948,0.011220021844822977
2006,7,2006.54,0.10516948220168311,0.09400314623359862,0.07723500462950998,0.07651142606386487,0.016894786020322138,0.014364147282600546,0.011380341840107229,0.011304136709260594
2006,8,2006.62,0.10343924122641028,0.09348773757793671,0.07793623591058216,0.07694599515468083,0.016628784052796747,0.014339369041449902,0.01149563995929001,0.01136540653791132
2006,9,2006.71,0.10169078721212077,0.09281311470000221,0.07840822606805599,0.07724273587444416,0.01636674928632335,0.014296020915908677,0.01158164026053273,0.011405203605217375
2006,10,2006.79,0.09989175728396828,0.09187647537110503,0.07857926873716041,0.07738865591100512,0.016118655088278803,0.014184210279923056,0.011624844091171942,0.011432236781176584
2006,11,2006.87,0.09801808425097391,0.09063920876186769,0.0784800270500326,0.07742960250252846,0.01588120071357087,0.01397688562985919,0.011623313586180559,0.011455905909038498
2006,12,2006.96,0.09607907393636489,0.08920097821536574,0.07816930085190456,0.0774369799349838,0.015655290270481827,0.013714946486019128,0.011591493933308578,0.01148388117221664
