# Semihemispheric monthly emissions for HFC-365mfc 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:38:49.696269+00:00 
# Units: Gg/yr 
Year,Month,Decimal_date,Semihemispheric_monthly_emissions_box0,Semihemispheric_monthly_emissions_box1,Semihemispheric_monthly_emissions_box2,Semihemispheric_monthly_emissions_box3,Semihemispheric_monthly_emissions_1-sigma_box0,Semihemispheric_monthly_emissions_1-sigma_box1,Semihemispheric_monthly_emissions_1-sigma_box2,Semihemispheric_monthly_emissions_1-sigma_box3
2003,1,2003.0,0.561276036735705,-0.7042616759257271,0.4785351645206493,-0.5378960454532278,0.6110313240937157,0.8963747124793482,0.6281368192991594,0.43546703761888306
2003,2,2003.08,0.561276036735705,-0.7042616759257271,0.4785351645206493,-0.5378960454532278,0.6110227922062726,0.8963637439232923,0.6281327446290669,0.43546408833865835
2003,3,2003.17,0.561276036735705,-0.7042616759257271,0.4785351645206493,-0.5378960454532278,0.6110146242420722,0.8963532302908183,0.6281288577882278,0.4354613223900549
2003,4,2003.25,0.8133551342373262,0.26302268174551957,0.49792166512466346,-0.2079803233079263,0.5588090475464654,0.7920478410718452,0.5671583866520119,0.391630752485075
2003,5,2003.33,0.8133551342373262,0.26302268174551957,0.49792166512466346,-0.2079803233079263,0.5588332692375039,0.7920592307915979,0.5671749878675774,0.39163911124865397
2003,6,2003.42,0.8133551342373262,0.26302268174551957,0.49792166512466346,-0.2079803233079263,0.5588586908946304,0.7920704641067425,0.5671918368368766,0.39164742637654365
2003,7,2003.5,-0.19114518587161955,1.5521927023829334,0.9719825503715062,-0.43816541765905465,0.45065899855195696,0.7793019944199957,0.6852692801452649,0.42630335258483365
2003,8,2003.58,-0.19114518587161955,1.5521927023829334,0.9719825503715062,-0.43816541765905465,0.45065405922339835,0.7793691885767559,0.6852904300682985,0.42631139311825367
2003,9,2003.67,-0.19114518587161955,1.5521927023829334,0.9719825503715062,-0.43816541765905465,0.45064924465719763,0.7794385461430917,0.6853126361029893,0.4263197672475903
2003,10,2003.75,0.18201024125133314,0.4274831785328047,1.342409583698468,-0.41869930481265266,0.5451149163813689,0.7772557452956067,0.686549948110337,0.44913992973744815
2003,11,2003.83,0.18201024125133314,0.4274831785328047,1.342409583698468,-0.41869930481265266,0.5451170850068574,0.777243297597375,0.6865559082559546,0.4491538002810257
2003,12,2003.92,0.18201024125133314,0.4274831785328047,1.342409583698468,-0.41869930481265266,0.5451193230828911,0.7772310349546239,0.6865645170007648,0.44916811625780456
2004,1,2004.0,1.4203259165391562,-0.6335690017585892,0.4876016623840738,-0.5215819606960883,0.6093149998527941,0.8878690523436933,0.6268125501666291,0.43451702514699175
2004,2,2004.08,1.4203259165391562,-0.6335690017585892,0.4876016623840738,-0.5215819606960883,0.6093438377923878,0.8878768639489979,0.6268158908831937,0.43452020251941226
2004,3,2004.17,1.4203259165391562,-0.6335690017585892,0.4876016623840738,-0.5215819606960883,0.6093727173441956,0.8878846516980098,0.6268192362245107,0.43452340542295403
2004,4,2004.25,1.8139698164682447,0.33540900769122406,0.5071676858535253,-0.191106974823902,0.5841735487244062,0.7906050572176143,0.567270721262532,0.3883431109835337
2004,5,2004.33,1.8139698164682447,0.33540900769122406,0.5071676858535253,-0.191106974823902,0.5844151577411284,0.7906206474181406,0.567288492669599,0.3883516747065781
2004,6,2004.42,1.8139698164682447,0.33540900769122406,0.5071676858535253,-0.191106974823902,0.5846605142269226,0.7906360490773111,0.5673066240844833,0.3883601662097206
2004,7,2004.5,0.7110549557730511,1.6185862933232313,0.9814154716025966,-0.4203268718117305,0.4932198407123833,0.7721836637584272,0.6846872762363566,0.42283315044476066
2004,8,2004.58,0.7110549557730511,1.6185862933232313,0.9814154716025966,-0.4203268718117305,0.49322911580623313,0.7722948107810848,0.6847212473587565,0.4228480166863019
2004,9,2004.67,0.7110549557730511,1.6185862933232313,0.9814154716025966,-0.4203268718117305,0.49323992733822075,0.7724111243641104,0.6847573512725145,0.4228635222425568
