# Semihemispheric modelled mole fractions for HFC-365mfc 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:38:49.609225+00:00 
# Units: ppt 
Year,Month,Decimal_date,Semihemispheric_modelled_mole_fractions_box0,Semihemispheric_modelled_mole_fractions_box1,Semihemispheric_modelled_mole_fractions_box2,Semihemispheric_modelled_mole_fractions_box3,Semihemispheric_modelled_mole_fractions_box4,Semihemispheric_modelled_mole_fractions_box5,Semihemispheric_modelled_mole_fractions_box6,Semihemispheric_modelled_mole_fractions_box7,Semihemispheric_modelled_mole_fractions_box8,Semihemispheric_modelled_mole_fractions_box9,Semihemispheric_modelled_mole_fractions_box10,Semihemispheric_modelled_mole_fractions_box11,Semihemispheric_modelled_mole_fractions_1-sigma_box0,Semihemispheric_modelled_mole_fractions_1-sigma_box1,Semihemispheric_modelled_mole_fractions_1-sigma_box2,Semihemispheric_modelled_mole_fractions_1-sigma_box3
2003,1,2003.0,0.058258744895385434,0.06838102334161052,0.101627181679786,0.06387575072098038,0.06075830335300961,0.07317652660895711,0.09328498011847616,0.07227994718937676,0.059111362429425905,0.06092616530187196,0.06232773856731266,0.06205083483577075,0.017357457013024685,0.022486247609516005,0.020016699758337485,0.013877083425798494
2003,2,2003.08,0.07110251453777781,0.05501555346952192,0.09252764594300969,0.062347733529962465,0.06783333308228053,0.06930076400574929,0.09050143716158959,0.07186931377192092,0.05973928449738086,0.06109710469283981,0.06265636006954518,0.0623343029071334,0.016187294239821338,0.021976209186915858,0.019943302831398883,0.013840627229958338
2003,3,2003.17,0.07682813788261583,0.050980601653998835,0.0862545523958335,0.06018696673255645,0.07123847709616661,0.06736311002039456,0.08494587432893722,0.06937888344350324,0.060373191287811025,0.06129858898651685,0.06279833425606345,0.06256777153060637,0.01783723796805118,0.024947730436339695,0.022301122553541563,0.015783168854862955
2003,4,2003.25,0.08265946590648067,0.060038374119041116,0.08461832837873627,0.06111481684016665,0.07396062886511078,0.06614607394208506,0.07949693555236208,0.06779888881869722,0.06092628239360101,0.061492241276358134,0.06281319415660701,0.06271596745186761,0.01571051684283668,0.020105634109502016,0.018988557892312893,0.01407149985882924
2003,5,2003.33,0.09005063572888958,0.07172089503546274,0.08554431639542809,0.06359016726038949,0.07951902584515387,0.07193774521633263,0.07859280673491857,0.06850916276088566,0.0614704330267274,0.06177541136835644,0.06282462828718866,0.06284584131780721,0.016210904293839607,0.02162169579939413,0.017800348112338972,0.013156392751719237
2003,6,2003.42,0.09693584578416438,0.08004016288307629,0.08700915419539244,0.06529985893591289,0.08625914160614473,0.07897267380140932,0.07985059834452386,0.0698817666308301,0.062125875110621946,0.06225478660139623,0.06297334893479911,0.06301297457137583,0.019092991874407845,0.026188874821649947,0.020152926114940795,0.014384488088258667
2003,7,2003.5,0.0941745169187724,0.10070026616571907,0.09112650349973955,0.06542158809632706,0.09144549232895688,0.08978021538359088,0.08160418152862924,0.07203215380475197,0.06292048635106799,0.06293580478191448,0.06326730395404544,0.06325134527741831,0.017123069879689062,0.02339351745601747,0.018006654780150858,0.01314213434926458
2003,8,2003.58,0.09013523358630411,0.12247068418049586,0.09415104397860674,0.06605859767189998,0.09254313870876674,0.10913314938497645,0.08773034986094885,0.07466312166668133,0.06379668485811635,0.06401174648459762,0.0637898693605257,0.06358926363099916,0.0156251562231736,0.024762608350502233,0.019147857563919173,0.013515384869870868
2003,9,2003.67,0.09121284080395456,0.13659807630154686,0.0973871896988995,0.06839078937962795,0.09527514974234703,0.12434109874169239,0.0947441007333678,0.07865185817864052,0.06482080725571464,0.065404423561472,0.06461627134727803,0.06409038219051325,0.017352305148560006,0.028975047234686014,0.021899761100573917,0.015490036903499883
2003,10,2003.75,0.10031225914711621,0.13533828954406174,0.10746523141073985,0.07208075239202928,0.10342479650236397,0.1282808021971797,0.09938229885701172,0.08111250385136799,0.06611573393589608,0.06687691105718695,0.06565632308544583,0.06476905305164903,0.016959228719152394,0.025771100405521694,0.019846611597400293,0.014388681412869845
