# Global mole fraction growth rate for HFC-365mfc 
# Outputs from AGAGE 12-box model 
# Time stamps are the centre of the averaging period 
#            ||90-30N| 30-0N| 0-30S | 30-90S
#            ||=============================
# 1000-500hPa|| Box0 | Box1 | Box2  | Box3
#  500-200hPa|| Box4 | Box5 | Box6  | Box7
#  200-   hPa|| Box8 | Box9 | Box10 | Box11
# Contact Matt Rigby or Luke Western (University of Bristol) 
# matt.rigby@bristol.ac.uk/luke.western@bristol.ac.uk 
# File created 2024-05-29 15:38:49.639164+00:00 
# Units: ppt 
Year,Month,Decimal_date,Global_mole_fraction_growth_rate,Global_mole_fraction_growth_rate_1-sigma
2003,1,2003.04,0.029420080002190967,0.006268441329847508
2003,2,2003.12,0.0318597372092718,0.006481397946798904
2003,3,2003.21,0.034498188713862586,0.00673750632452087
2003,4,2003.29,0.03725305463022761,0.007017785354940123
2003,5,2003.37,0.040047312154901475,0.007302652564944148
2003,6,2003.46,0.042847942479211414,0.007592580710148568
2003,7,2003.54,0.045656537957246564,0.00789686066550806
2003,8,2003.62,0.04847624249128492,0.008213449109916669
2003,9,2003.71,0.051281258088984816,0.008533631200808873
2003,10,2003.79,0.05402277566753553,0.00884292528459966
2003,11,2003.87,0.0566878618617781,0.009134503428021858
2003,12,2003.96,0.05931009054291838,0.00941917924404878
2004,1,2004.04,0.0619491156035148,0.00971384684394441
2004,2,2004.12,0.06461996668783743,0.010023065737469828
2004,3,2004.21,0.06726977000082358,0.010341763566348767
2004,4,2004.29,0.06979538276183384,0.010654897136608485
2004,5,2004.37,0.07209794292438367,0.010944931238678214
2004,6,2004.46,0.07413245233365776,0.011206664432381132
2004,7,2004.54,0.07590337329739956,0.011441868278779133
2004,8,2004.62,0.07741677007730437,0.011646913250995749
2004,9,2004.71,0.07865962628693406,0.011816568275065109
2004,10,2004.79,0.07961388647738792,0.011943481819853989
2004,11,2004.87,0.08032008617913292,0.012028424473404534
2004,12,2004.96,0.08087492530636828,0.012087616280871122
2005,1,2005.04,0.08140624261318544,0.012145047743875578
2005,2,2005.12,0.08200809352050846,0.012216822994048773
2005,3,2005.21,0.08270287910624768,0.012308823972678337
2005,4,2005.29,0.08345073257291141,0.01241428676962929
2005,5,2005.37,0.0841980666596671,0.012520925773456927
2005,6,2005.46,0.08492659172972213,0.012626573410357262
2005,7,2005.54,0.0856502770602931,0.012735843758790808
2005,8,2005.62,0.08635212906428696,0.012844513197196896
2005,9,2005.71,0.08697644940074374,0.012942880281140677
2005,10,2005.79,0.08745213144255806,0.01301696962828588
2005,11,2005.87,0.08776424887233375,0.013061032947582693
2005,12,2005.96,0.0879542678817161,0.01308465365284992
2006,1,2006.04,0.0880951381767909,0.013104268074724966
2006,2,2006.12,0.08824375248798944,0.01312941714843386
2006,3,2006.21,0.08840046789789523,0.013160908402172036
2006,4,2006.29,0.08851150070078971,0.013188926121482238
2006,5,2006.37,0.08852058064933199,0.013200720232682267
2006,6,2006.46,0.08841681636893789,0.013194906527050668
2006,7,2006.54,0.08822976478216413,0.013177536248260619
2006,8,2006.62,0.08795230246740249,0.013145735130973106
2006,9,2006.71,0.0875387159636558,0.013092285470493488
2006,10,2006.79,0.0869340393258097,0.013007085540162909
2006,11,2006.87,0.08614173064135067,0.012887508686744802
2006,12,2006.96,0.08522158323465476,0.012745201102820267
2007,1,2007.04,0.08426624406925905,0.0125992333397388
2007,2,2007.12,0.08335892737365531,0.012464514621270737
2007,3,2007.21,0.08252595005216566,0.01234856001704873
2007,4,2007.29,0.08173471620430542,0.01224690363907436
2007,5,2007.37,0.08094970286439257,0.012149803803214605
2007,6,2007.46,0.08017812371574061,0.01205758810707193
2007,7,2007.54,0.07946242877688915,0.011977947733276265
2007,8,2007.62,0.07879406829369189,0.011907646141466636
2007,9,2007.71,0.0781153266522009,0.011836889228676747
2007,10,2007.79,0.0773526772917147,0.011750030200846983
2007,11,2007.87,0.07648422492291543,0.011638038017944144
2007,12,2007.96,0.07554235171145547,0.011509150165479976
2008,1,2008.04,0.07459270495105018,0.011382070994826224
2008,2,2008.12,0.07369505888247756,0.011269519445186279
2008,3,2008.21,0.07285359185953363,0.011172800328743807
2008,4,2008.29,0.07201314629382564,0.011078548568720254
2008,5,2008.37,0.071125620689553,0.01097245639564139
2008,6,2008.46,0.07019704067194038,0.010856768864143725
2008,7,2008.54,0.06927692062291689,0.01074360356388888
2008,8,2008.62,0.06836733189877235,0.010631806188429065
2008,9,2008.71,0.06742385486273869,0.010512563880328486
2008,10,2008.79,0.06638991161821466,0.010372600969586688
2008,11,2008.87,0.06526179612727644,0.010206883389398395
2008,12,2008.96,0.06409384134452552,0.010028510342814783
2009,1,2009.04,0.06297924142409167,0.00986015421053947
2009,2,2009.12,0.06200269984506705,0.009717036211415462
2009,3,2009.21,0.0611849081123313,0.009603827596415737
2009,4,2009.29,0.06047940848059074,0.009511150525894326
2009,5,2009.37,0.05984381872551817,0.009427048509564478
2009,6,2009.46,0.05928663300561965,0.009354668334757897
2009,7,2009.54,0.058854826300822796,0.009305269984261224
